	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N8	N4	N9	N11	N10	N12	N7	N6	N5
295	chr13:36457610-62522518	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
296	chr13:36457610-62522518	SBS13	1	1	5	0	0	0	0	0	0	0	0	0	0	0
297	chr13:36457610-62522518	SBS3	1	1	42	0	0	0	0	0	0	0	0	0	0	0
298	chr13:36457610-62522518	SBS5	1	1	5	0	0	0	0	0	0	0	0	0	0	0
299	chr13:62526480-72982653	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
300	chr13:62526480-72982653	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
301	chr13:62526480-72982653	SBS3	1	1	29	0	0	0	0	0	0	0	0	0	0	0
302	chr13:62526480-72982653	SBS5	1	1	3	0	0	0	0	0	0	0	0	0	0	0
303	chr13:72982757-79191075	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
304	chr13:72982757-79191075	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0
305	chr13:72982757-79191075	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
306	chr13:72982757-79191075	SBS3	1	1	15	0	0	0	0	0	0	0	0	0	0	0
307	chr13:72982757-79191075	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
308	chr13:79194949-91218797	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
309	chr13:79194949-91218797	SBS13	1	1	4	0	0	0	0	0	0	0	0	0	0	0
310	chr13:79194949-91218797	SBS3	1	1	23	0	0	0	0	0	0	0	0	0	0	0
311	chr13:79194949-91218797	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0
312	chr13:91218863-107101251	SBS1	1	1	5	0	0	0	0	0	0	0	0	0	0	0
313	chr13:91218863-107101251	SBS100	1	1	7	0	0	0	0	0	0	0	0	0	0	0
314	chr13:91218863-107101251	SBS13	1	1	3	0	0	0	0	0	0	0	0	0	0	0
315	chr13:91218863-107101251	SBS3	1	1	36	0	0	0	0	0	0	0	0	0	0	0
316	chr13:91218863-107101251	SBS5	1	1	4	0	0	0	0	0	0	0	0	0	0	0
317	chr14:1-17086761	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
318	chr14:104628001-105138876	SBS1	2	0	2	0	0	0	0	0	0	0	0	0	0	0
319	chr14:104628001-105138876	SBS100	2	0	2	0	0	0	0	0	0	0	0	0	0	0
320	chr14:104628001-105138876	SBS3	2	0	3	0	0	0	0	0	0	0	0	0	0	0
321	chr14:105138877-107043718	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0
322	chr14:105138877-107043718	SBS13	1	0	3	0	0	0	0	0	0	0	0	0	0	0
323	chr14:105138877-107043718	SBS3	1	0	19	0	0	0	0	0	0	0	0	0	0	0
324	chr14:105138877-107043718	SBS5	1	0	3	0	0	0	0	0	0	0	0	0	0	0
325	chr14:17086762-22828030	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
326	chr14:17086762-22828030	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
327	chr14:17086762-22828030	SBS3	1	1	13	0	0	0	0	0	0	0	0	0	0	0
328	chr14:23297023-24124009	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0	0
329	chr14:23297023-24124009	SBS3	2	1	6	1	0	0	0	0	0	0	0	0	0	0
330	chr14:23297023-24124009	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0	0
331	chr14:24124687-36504533	SBS1	2	1	4	2	0	0	0	0	0	0	0	0	0	0
332	chr14:24124687-36504533	SBS100	2	1	0	1	0	0	0	0	0	0	0	0	0	0
333	chr14:24124687-36504533	SBS13	2	1	2	3	0	0	0	0	0	0	0	0	0	0
334	chr14:24124687-36504533	SBS3	2	1	41	10	0	0	0	0	0	0	0	0	0	0
335	chr14:24124687-36504533	SBS5	2	1	4	0	0	0	0	0	0	0	0	0	0	0
336	chr14:36504574-37713744	SBS13	2	1	1	1	0	0	0	0	0	0	0	0	0	0
337	chr14:36504574-37713744	SBS3	2	1	3	1	0	0	0	0	0	0	0	0	0	0
338	chr14:37713837-49496000	SBS1	2	1	2	3	0	0	0	0	0	0	0	0	0	0
339	chr14:37713837-49496000	SBS100	2	1	3	1	0	0	0	0	0	0	0	0	0	0
340	chr14:37713837-49496000	SBS13	2	1	3	0	0	0	0	0	0	0	0	0	0	0
341	chr14:37713837-49496000	SBS3	2	1	22	12	0	0	0	0	0	0	0	0	0	0
342	chr14:37713837-49496000	SBS5	2	1	3	0	0	0	0	0	0	0	0	0	0	0
343	chr14:49496001-50304268	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
344	chr14:49496001-50304268	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0	0
345	chr14:50304310-50673064	SBS3	2	1	3	1	0	0	0	0	0	0	0	0	0	0
346	chr14:50304310-50673064	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0	0
347	chr14:50673065-55871828	SBS3	1	0	4	0	0	0	0	0	0	0	0	0	0	0
348	chr14:55874824-74312862	SBS1	1	0	6	0	0	0	0	0	0	0	0	0	0	0
349	chr14:55874824-74312862	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0
350	chr14:55874824-74312862	SBS13	1	0	1	0	0	0	0	0	0	0	0	0	0	0
351	chr14:55874824-74312862	SBS3	1	0	38	0	0	0	0	0	0	0	0	0	0	0
352	chr14:55874824-74312862	SBS5	1	0	4	0	0	0	0	0	0	0	0	0	0	0
353	chr14:74312917-104499998	SBS1	1	0	10	0	0	0	0	0	0	0	0	0	0	0
354	chr14:74312917-104499998	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0
355	chr14:74312917-104499998	SBS13	1	0	6	0	0	0	0	0	0	0	0	0	0	0
356	chr14:74312917-104499998	SBS3	1	0	54	0	0	0	0	0	0	0	0	0	0	0
357	chr14:74312917-104499998	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0
358	chr15:1-18362626	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
359	chr15:1-18362626	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
360	chr15:18362627-67241288	SBS1	1	0	5	0	0	0	0	0	0	0	0	0	0	0
361	chr15:18362627-67241288	SBS100	1	0	5	0	0	0	0	0	0	0	0	0	0	0
362	chr15:18362627-67241288	SBS13	1	0	15	0	0	0	0	0	0	0	0	0	0	0
363	chr15:18362627-67241288	SBS3	1	0	70	0	0	0	0	0	0	0	0	0	0	0
364	chr15:18362627-67241288	SBS5	1	0	11	0	0	0	0	0	0	0	0	0	0	0
365	chr15:67260739-85334000	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
366	chr15:67260739-85334000	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0
367	chr15:67260739-85334000	SBS13	1	0	2	0	0	0	0	0	0	0	0	0	0	0
368	chr15:67260739-85334000	SBS3	1	0	26	0	0	0	0	0	0	0	0	0	0	0
369	chr15:67260739-85334000	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0
370	chr15:85334001-92904876	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
371	chr15:85334001-92904876	SBS3	2	0	11	8	0	0	0	0	0	0	0	0	0	0
372	chr15:85334001-92904876	SBS5	2	0	1	0	0	0	0	0	0	0	0	0	0	0
373	chr15:92904946-101991189	SBS1	2	0	2	1	0	0	0	0	0	0	0	0	0	0
374	chr15:92904946-101991189	SBS13	2	0	1	2	0	0	0	0	0	0	0	0	0	0
375	chr15:92904946-101991189	SBS3	2	0	21	9	0	0	0	0	0	0	0	0	0	0
376	chr15:92904946-101991189	SBS5	2	0	1	0	0	0	0	0	0	0	0	0	0	0
377	chr16:1-2888084	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
378	chr16:1-2888084	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
379	chr16:1-2888084	SBS3	1	1	13	0	0	0	0	0	0	0	0	0	0	0
380	chr16:1-2888084	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0
381	chr16:2888085-2971778	SBS3	2	1	3	0	0	0	0	0	0	0	0	0	0	0
382	chr16:2971779-3031673	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
383	chr16:3031725-4325823	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
384	chr16:3031725-4325823	SBS3	1	1	4	0	0	0	0	0	0	0	0	0	0	0
385	chr16:31590891-31627279	SBS3	2	1	0	1	0	0	0	0	0	0	0	0	0	0
386	chr16:31627280-37295919	SBS1	1	1	4	0	0	0	0	0	0	0	0	0	0	0
387	chr16:31627280-37295919	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
388	chr16:31627280-37295919	SBS3	1	1	28	0	0	0	0	0	0	0	0	0	0	0
389	chr16:31627280-37295919	SBS5	1	1	5	0	0	0	0	0	0	0	0	0	0	0
390	chr16:4326119-5152000	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
391	chr16:4326119-5152000	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
392	chr16:5152001-8783000	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
393	chr16:5152001-8783000	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
394	chr16:5152001-8783000	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
395	chr16:5152001-8783000	SBS3	1	1	10	0	0	0	0	0	0	0	0	0	0	0
396	chr16:5152001-8783000	SBS5	1	1	3	0	0	0	0	0	0	0	0	0	0	0
397	chr16:8783001-31590890	SBS1	1	1	11	0	0	0	0	0	0	0	0	0	0	0
398	chr16:8783001-31590890	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0
399	chr16:8783001-31590890	SBS13	1	1	9	0	0	0	0	0	0	0	0	0	0	0
400	chr16:8783001-31590890	SBS3	1	1	61	0	0	0	0	0	0	0	0	0	0	0
401	chr16:8783001-31590890	SBS5	1	1	5	0	0	0	0	0	0	0	0	0	0	0
402	chr17:1-12136418	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
403	chr17:1-12136418	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0
404	chr17:1-12136418	SBS13	1	0	2	0	0	0	0	0	0	0	0	0	0	0
405	chr17:1-12136418	SBS3	1	0	22	0	0	0	0	0	0	0	0	0	0	0
406	chr17:1-12136418	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0
407	chr17:12169181-19131000	SBS1	1	0	3	0	0	0	0	0	0	0	0	0	0	0
408	chr17:12169181-19131000	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0
409	chr17:12169181-19131000	SBS13	1	0	1	0	0	0	0	0	0	0	0	0	0	0
410	chr17:12169181-19131000	SBS3	1	0	21	0	0	0	0	0	0	0	0	0	0	0
411	chr17:12169181-19131000	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0
412	chr17:19131001-19285610	SBS13	8	1	0	0	0	1	0	0	0	0	0	0	0	0
413	chr17:19285611-19802726	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
414	chr17:19285611-19802726	SBS3	1	0	4	0	0	0	0	0	0	0	0	0	0	0
415	chr17:19802727-19997542	SBS3	8	1	3	1	0	0	0	0	0	0	0	0	0	0
416	chr17:19997543-21081703	SBS100	7	1	1	0	0	0	1	0	0	0	0	0	0	0
417	chr17:19997543-21081703	SBS3	7	1	2	4	1	0	0	0	0	0	0	0	0	0
418	chr17:21081704-21127139	SBS100	13	1	0	0	0	1	0	0	0	0	0	0	0	0
419	chr17:21081704-21127139	SBS13	13	1	1	0	0	0	0	0	0	0	0	0	0	0
420	chr17:21081704-21127139	SBS3	13	1	1	1	0	0	0	1	0	0	0	0	0	0
421	chr17:21081704-21127139	SBS5	13	1	0	0	0	0	0	0	1	0	0	0	0	0
422	chr17:21127140-21289000	SBS3	5	1	1	0	0	0	0	0	0	0	0	0	0	0
423	chr17:21289001-24849829	SBS1	4	1	2	0	0	0	0	0	0	0	0	0	0	0
424	chr17:21289001-24849829	SBS100	4	1	2	0	0	0	0	0	0	0	0	0	0	0
425	chr17:21289001-24849829	SBS13	4	1	2	0	0	0	0	0	0	0	0	0	0	0
426	chr17:21289001-24849829	SBS3	4	1	26	0	0	0	1	0	0	0	0	0	0	0
427	chr17:21289001-24849829	SBS5	4	1	1	0	0	0	0	0	0	0	0	0	0	0
428	chr17:26739617-26779958	SBS100	14	1	0	0	0	0	0	0	0	1	0	0	0	0
429	chr17:26739617-26779958	SBS13	14	1	0	0	0	0	0	0	0	1	1	0	0	0
430	chr17:26739617-26779958	SBS3	14	1	0	0	0	0	0	0	1	1	0	0	0	0
431	chr17:26779959-26878088	SBS1	13	1	1	0	0	0	0	0	0	0	0	0	0	0
432	chr17:26779959-26878088	SBS3	13	1	1	2	0	0	0	0	0	0	0	0	0	0
433	chr17:26938220-27277981	SBS3	15	1	1	1	0	0	0	0	0	0	0	0	0	0
434	chr17:27278029-27634130	SBS3	17	1	0	3	0	0	1	0	0	1	0	0	0	0
435	chr17:27278029-27634130	SBS5	17	1	0	1	0	0	0	0	0	0	0	0	0	0
436	chr17:27694637-28245462	SBS1	16	1	0	0	0	0	0	0	0	0	0	1	0	0
437	chr17:27694637-28245462	SBS13	16	1	0	1	0	0	0	0	0	0	0	0	0	0
438	chr17:27694637-28245462	SBS3	16	1	1	2	0	0	0	0	0	0	0	0	0	0
439	chr17:28245571-28247512	SBS13	16	1	0	0	0	0	0	0	1	0	0	0	0	0
440	chr17:28247513-28697668	SBS100	8	1	0	0	0	1	0	0	0	0	0	0	0	0
441	chr17:28247513-28697668	SBS3	8	1	0	3	0	0	0	0	0	0	0	0	1	0
442	chr17:28697669-28725146	SBS3	17	1	0	1	0	0	0	0	0	0	0	0	0	0
443	chr17:28725147-28777339	SBS3	20	1	0	2	0	0	0	0	0	0	0	0	0	0
444	chr17:28777340-28982473	SBS100	16	1	0	1	0	0	0	0	0	0	0	0	0	0
445	chr17:28777340-28982473	SBS3	16	1	0	2	0	0	0	0	0	0	0	0	0	1
446	chr17:28982474-29501846	SBS1	7	1	1	0	0	0	0	0	0	0	0	0	0	0
447	chr17:28982474-29501846	SBS3	7	1	3	1	0	0	0	0	0	0	0	0	0	0
448	chr17:28982474-29501846	SBS5	7	1	1	1	0	0	0	0	0	0	0	0	0	0
449	chr17:29501847-30002122	SBS3	5	1	4	1	0	0	0	0	0	0	0	0	0	0
450	chr17:29501847-30002122	SBS5	5	1	1	0	0	0	0	0	0	0	0	0	0	0
451	chr17:30002123-35228519	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0
452	chr17:30002123-35228519	SBS13	1	0	1	0	0	0	0	0	0	0	0	0	0	0
453	chr17:30002123-35228519	SBS3	1	0	10	0	0	0	0	0	0	0	0	0	0	0
454	chr17:35228563-39934972	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
455	chr17:35228563-39934972	SBS13	1	0	1	0	0	0	0	0	0	0	0	0	0	0
456	chr17:35228563-39934972	SBS3	1	0	9	0	0	0	0	0	0	0	0	0	0	0
457	chr17:39935017-47665149	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
458	chr17:39935017-47665149	SBS13	1	0	2	0	0	0	0	0	0	0	0	0	0	0
459	chr17:39935017-47665149	SBS3	1	0	10	0	0	0	0	0	0	0	0	0	0	0
460	chr17:47665150-49587977	SBS100	2	0	1	0	0	0	0	0	0	0	0	0	0	0
461	chr17:47665150-49587977	SBS3	2	0	3	0	0	0	0	0	0	0	0	0	0	0
462	chr17:47665150-49587977	SBS5	2	0	1	0	0	0	0	0	0	0	0	0	0	0
463	chr17:49588028-51325000	SBS3	2	0	4	0	0	0	0	0	0	0	0	0	0	0
464	chr17:51325001-55496802	SBS1	2	0	3	1	0	0	0	0	0	0	0	0	0	0
465	chr17:51325001-55496802	SBS13	2	0	2	0	0	0	0	0	0	0	0	0	0	0
466	chr17:51325001-55496802	SBS3	2	0	9	2	0	0	0	0	0	0	0	0	0	0
467	chr17:51325001-55496802	SBS5	2	0	2	0	0	0	0	0	0	0	0	0	0	0
468	chr17:55698416-60285425	SBS1	2	0	1	1	0	0	0	0	0	0	0	0	0	0
469	chr17:55698416-60285425	SBS13	2	0	2	0	0	0	0	0	0	0	0	0	0	0
470	chr17:55698416-60285425	SBS3	2	0	6	1	0	0	0	0	0	0	0	0	0	0
471	chr17:60285426-60810832	SBS13	3	0	1	0	0	0	0	0	0	0	0	0	0	0
472	chr17:60285426-60810832	SBS3	3	0	4	1	0	0	0	0	0	0	0	0	0	0
473	chr17:60810833-63192037	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
474	chr17:60810833-63192037	SBS13	2	0	1	0	0	0	0	0	0	0	0	0	0	0
475	chr17:60810833-63192037	SBS3	2	0	4	1	0	0	0	0	0	0	0	0	0	0
476	chr17:60810833-63192037	SBS5	2	0	2	0	0	0	0	0	0	0	0	0	0	0
477	chr17:63201460-68056388	SBS1	2	0	2	1	0	0	0	0	0	0	0	0	0	0
478	chr17:63201460-68056388	SBS13	2	0	2	0	0	0	0	0	0	0	0	0	0	0
479	chr17:63201460-68056388	SBS3	2	0	10	1	0	0	0	0	0	0	0	0	0	0
480	chr17:63201460-68056388	SBS5	2	0	4	0	0	0	0	0	0	0	0	0	0	0
481	chr17:68056389-68512309	SBS3	3	0	1	0	0	0	0	0	0	0	0	0	0	0
482	chr17:68514313-71505793	SBS100	3	0	1	0	0	0	0	0	0	0	0	0	0	0
483	chr17:68514313-71505793	SBS13	3	0	0	1	0	0	0	0	0	0	0	0	0	0
484	chr17:68514313-71505793	SBS3	3	0	9	1	0	0	0	0	0	0	0	0	0	0
485	chr17:68514313-71505793	SBS5	3	0	1	0	0	0	0	0	0	0	0	0	0	0
486	chr17:71505834-73529579	SBS100	3	0	1	0	0	0	0	0	0	0	0	0	0	0
487	chr17:71505834-73529579	SBS13	3	0	1	1	0	0	0	0	0	0	0	0	0	0
488	chr17:71505834-73529579	SBS3	3	0	4	3	1	0	0	0	0	0	0	0	0	0
489	chr17:71505834-73529579	SBS5	3	0	0	1	0	0	0	0	0	0	0	0	0	0
490	chr17:73529580-73542875	SBS3	8	3	0	0	0	1	0	0	0	0	0	0	0	0
491	chr17:73529580-73542875	SBS5	8	3	0	0	0	1	0	0	0	0	0	0	0	0
492	chr17:73542876-76002915	SBS100	3	0	0	1	0	0	0	0	0	0	0	0	0	0
493	chr17:73542876-76002915	SBS3	3	0	4	0	1	0	0	0	0	0	0	0	0	0
494	chr17:76002916-76416868	SBS13	7	3	1	0	0	0	0	0	0	0	0	2	0	0
495	chr17:76002916-76416868	SBS3	7	3	3	1	0	0	0	0	0	0	0	2	0	0
496	chr17:76002916-76416868	SBS5	7	3	0	0	0	0	0	0	0	0	0	1	0	0
497	chr17:76419463-76809691	SBS1	7	3	1	0	0	0	0	0	0	0	0	0	1	0
498	chr17:76419463-76809691	SBS100	7	3	0	0	0	0	0	0	0	0	0	1	0	0
499	chr17:76419463-76809691	SBS13	7	3	1	0	0	0	0	0	0	0	0	4	0	0
500	chr17:76419463-76809691	SBS3	7	3	1	2	0	0	0	0	0	0	0	2	0	0
501	chr17:76419463-76809691	SBS5	7	3	0	0	0	0	0	0	0	0	0	2	0	0
502	chr17:76809692-77358440	SBS1	3	0	1	0	0	0	0	0	0	0	0	0	0	0
503	chr17:76809692-77358440	SBS5	3	0	1	0	0	0	0	0	0	0	0	0	0	0
504	chr17:77358592-77604263	SBS3	3	0	0	1	0	0	0	0	0	0	0	0	0	0
505	chr17:77606194-78374146	SBS100	4	0	0	1	0	0	0	0	0	0	0	0	0	0
506	chr17:77606194-78374146	SBS3	4	0	3	0	0	0	1	0	0	0	0	0	0	0
507	chr17:78380516-78739013	SBS3	4	0	1	0	0	0	0	0	0	0	0	0	0	0
508	chr17:78739014-79407344	SBS1	4	0	0	1	0	0	0	0	0	0	0	0	0	0
509	chr17:78739014-79407344	SBS100	4	0	0	1	0	0	0	0	0	0	0	0	0	0
510	chr17:78739014-79407344	SBS3	4	0	3	1	0	0	1	0	0	0	0	0	0	0
511	chr17:79407345-79920807	SBS1	3	0	1	0	0	0	0	0	0	0	0	0	0	0
512	chr17:79407345-79920807	SBS3	3	0	2	0	0	0	0	0	0	0	0	0	0	0
513	chr17:79928040-81904548	SBS1	4	0	0	0	0	0	1	0	0	0	0	0	0	0
514	chr17:79928040-81904548	SBS100	4	0	1	0	0	0	0	0	0	0	0	0	0	0
515	chr17:79928040-81904548	SBS3	4	0	7	1	2	0	1	0	0	0	0	0	0	0
516	chr17:79928040-81904548	SBS5	4	0	1	0	0	0	1	0	0	0	0	0	0	0
517	chr17:81904549-81998918	SBS3	4	0	1	0	0	0	0	0	0	0	0	0	0	0
518	chr17:81998919-82916756	SBS3	4	0	1	2	0	0	0	0	0	0	0	0	0	0
519	chr17:81998919-82916756	SBS5	4	0	0	0	1	0	0	0	0	0	0	0	0	0
520	chr18:1-1604701	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
521	chr18:1-1604701	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
522	chr18:10057056-18161052	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
523	chr18:10057056-18161052	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0
524	chr18:10057056-18161052	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
525	chr18:10057056-18161052	SBS3	1	1	42	0	0	0	0	0	0	0	0	0	0	0
526	chr18:10057056-18161052	SBS5	1	1	5	0	0	0	0	0	0	0	0	0	0	0
527	chr18:1604744-5947488	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
528	chr18:1604744-5947488	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
529	chr18:1604744-5947488	SBS13	1	1	2	0	0	0	0	0	0	0	0	0	0	0
530	chr18:1604744-5947488	SBS3	1	1	18	0	0	0	0	0	0	0	0	0	0	0
531	chr18:1604744-5947488	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
532	chr18:18161053-22883687	SBS3	1	1	7	0	0	0	0	0	0	0	0	0	0	0
533	chr18:22964404-38615654	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
534	chr18:22964404-38615654	SBS13	1	1	8	0	0	0	0	0	0	0	0	0	0	0
535	chr18:22964404-38615654	SBS3	1	1	45	0	0	0	0	0	0	0	0	0	0	0
536	chr18:22964404-38615654	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0
537	chr18:38615655-39164357	SBS3	2	1	6	1	0	0	0	0	0	0	0	0	0	0
538	chr18:39225784-39712958	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
539	chr18:39733140-40928317	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
540	chr18:39733140-40928317	SBS3	1	1	5	0	0	0	0	0	0	0	0	0	0	0
541	chr18:40932023-43423199	SBS3	1	1	7	0	0	0	0	0	0	0	0	0	0	0
542	chr18:40932023-43423199	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
543	chr18:43423308-44425584	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
544	chr18:44425585-56883610	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
545	chr18:44425585-56883610	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0
546	chr18:44425585-56883610	SBS13	1	0	1	0	0	0	0	0	0	0	0	0	0	0
547	chr18:44425585-56883610	SBS3	1	0	16	0	0	0	0	0	0	0	0	0	0	0
548	chr18:56883657-60662633	SBS13	1	0	2	0	0	0	0	0	0	0	0	0	0	0
549	chr18:56883657-60662633	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0
550	chr18:5947489-7025092	SBS13	2	1	0	1	0	0	0	0	0	0	0	0	0	0
551	chr18:5947489-7025092	SBS3	2	1	2	3	0	0	0	0	0	0	0	0	0	0
552	chr18:5947489-7025092	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0	0
553	chr18:60662785-62217921	SBS3	1	0	2	0	0	0	0	0	0	0	0	0	0	0
554	chr18:62218338-79876961	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
555	chr18:62218338-79876961	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0
556	chr18:62218338-79876961	SBS13	1	0	2	0	0	0	0	0	0	0	0	0	0	0
557	chr18:62218338-79876961	SBS3	1	0	21	0	0	0	0	0	0	0	0	0	0	0
558	chr18:62218338-79876961	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0
559	chr18:7025093-9311163	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0
560	chr18:7025093-9311163	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
561	chr18:7025093-9311163	SBS3	1	1	2	0	0	0	0	0	0	0	0	0	0	0
562	chr18:9311164-10057055	SBS1	2	1	0	1	0	0	0	0	0	0	0	0	0	0
563	chr18:9311164-10057055	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
564	chr19:1-3222182	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
565	chr19:1-3222182	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0
566	chr19:1-3222182	SBS3	1	0	16	0	0	0	0	0	0	0	0	0	0	0
567	chr19:14774501-16435154	SBS3	1	1	5	0	0	0	0	0	0	0	0	0	0	0
568	chr19:16435155-16605501	SBS13	2	1	1	0	0	0	0	0	0	0	0	0	0	0
569	chr19:16435155-16605501	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
570	chr19:16435155-16605501	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0	0
571	chr19:16605502-16957143	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
572	chr19:16957221-18233244	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
573	chr19:16957221-18233244	SBS3	1	1	2	0	0	0	0	0	0	0	0	0	0	0
574	chr19:18315445-18335138	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
575	chr19:18315445-18335138	SBS3	1	0	5	0	0	0	0	0	0	0	0	0	0	0
576	chr19:18335139-25844926	SBS1	1	1	3	0	0	0	0	0	0	0	0	0	0	0
577	chr19:18335139-25844926	SBS13	1	1	5	0	0	0	0	0	0	0	0	0	0	0
578	chr19:18335139-25844926	SBS3	1	1	29	0	0	0	0	0	0	0	0	0	0	0
579	chr19:18335139-25844926	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
580	chr19:25844927-29018475	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
581	chr19:25844927-29018475	SBS3	1	1	14	0	0	0	0	0	0	0	0	0	0	0
582	chr19:29018476-29595000	SBS3	2	1	3	0	0	0	0	0	0	0	0	0	0	0
583	chr19:29595001-30098000	SBS3	2	1	2	0	0	0	0	0	0	0	0	0	0	0
584	chr19:30098001-30528306	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
585	chr19:30528307-34825203	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
586	chr19:30528307-34825203	SBS3	1	1	10	0	0	0	0	0	0	0	0	0	0	0
587	chr19:3222183-4162185	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
588	chr19:3222183-4162185	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
589	chr19:3222183-4162185	SBS3	1	1	7	0	0	0	0	0	0	0	0	0	0	0
590	chr19:34825204-34891755	SBS3	2	1	0	1	0	0	0	0	0	0	0	0	0	0
591	chr19:34891756-35750675	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
