	segment_id	sig_max	major_cn	minor_cn	N1	N2
519	chr1:30961827-37428192	SBS5	1	0	2	0
520	chr1:37428193-42922000	SBS1	1	1	1	0
521	chr1:37428193-42922000	SBS18	1	1	1	0
522	chr1:37428193-42922000	SBS3	1	1	9	0
523	chr1:37428193-42922000	SBS5	1	1	7	0
524	chr1:42922001-42968000	SBS3	1	1	1	0
525	chr1:42968001-54699357	SBS1	1	1	2	0
526	chr1:42968001-54699357	SBS18	1	1	4	0
527	chr1:42968001-54699357	SBS3	1	1	29	0
528	chr1:42968001-54699357	SBS5	1	1	14	0
529	chr1:54759033-56833500	SBS1	2	1	1	0
530	chr1:54759033-56833500	SBS3	2	1	4	1
531	chr1:54759033-56833500	SBS5	2	1	2	0
532	chr1:56833501-58511000	SBS1	2	1	2	0
533	chr1:56833501-58511000	SBS18	2	1	1	0
534	chr1:56833501-58511000	SBS3	2	1	2	2
535	chr1:56833501-58511000	SBS5	2	1	3	0
536	chr1:58511001-62507927	SBS18	2	1	2	0
537	chr1:58511001-62507927	SBS3	2	1	13	0
538	chr1:58511001-62507927	SBS5	2	1	2	0
539	chr1:62515465-63726261	SBS1	2	1	1	0
540	chr1:62515465-63726261	SBS3	2	1	0	3
541	chr1:63729760-65406891	SBS1	1	1	1	0
542	chr1:63729760-65406891	SBS18	1	1	1	0
543	chr1:63729760-65406891	SBS3	1	1	6	0
544	chr1:63729760-65406891	SBS5	1	1	1	0
545	chr1:65428577-66237000	SBS3	1	1	1	0
546	chr1:66356001-73248206	SBS1	1	1	5	0
547	chr1:66356001-73248206	SBS3	1	1	21	0
548	chr1:66356001-73248206	SBS5	1	1	8	0
549	chr1:73248273-82445679	SBS1	1	1	1	0
550	chr1:73248273-82445679	SBS18	1	1	1	0
551	chr1:73248273-82445679	SBS3	1	1	18	0
552	chr1:73248273-82445679	SBS5	1	1	9	0
553	chr1:82445819-92308150	SBS1	1	1	3	0
554	chr1:82445819-92308150	SBS3	1	1	20	0
555	chr1:82445819-92308150	SBS5	1	1	12	0
556	chr1:92313064-99753386	SBS1	1	1	3	0
557	chr1:92313064-99753386	SBS18	1	1	2	0
558	chr1:92313064-99753386	SBS3	1	1	17	0
559	chr1:92313064-99753386	SBS5	1	1	5	0
560	chr1:99753456-112644723	SBS1	1	1	6	0
561	chr1:99753456-112644723	SBS18	1	1	5	0
562	chr1:99753456-112644723	SBS3	1	1	42	0
563	chr1:99753456-112644723	SBS5	1	1	17	0
564	chr20:1-16707098	SBS3	1	1	39	0
565	chr20:1-16707098	SBS5	1	1	20	0
566	chr20:16707137-28237289	SBS1	1	1	6	0
567	chr20:16707137-28237289	SBS18	1	1	5	0
568	chr20:16707137-28237289	SBS3	1	1	45	0
569	chr20:16707137-28237289	SBS5	1	1	12	0
570	chr20:28237290-31077051	SBS1	1	1	10	0
571	chr20:28237290-31077051	SBS18	1	1	6	0
572	chr20:28237290-31077051	SBS3	1	1	111	0
573	chr20:28237290-31077051	SBS5	1	1	62	0
574	chr20:31077052-31434898	SBS1	10	1	2	0
575	chr20:31077052-31434898	SBS18	10	1	0	1
576	chr20:31435487-31609280	SBS5	4	1	1	0
577	chr20:31778932-31779807	SBS18	5	1	1	0
578	chr20:31778932-31779807	SBS3	5	1	3	0
579	chr20:31779808-32452540	SBS1	4	1	1	0
580	chr20:31779808-32452540	SBS3	4	1	3	1
581	chr20:31779808-32452540	SBS5	4	1	1	0
582	chr20:32457470-33283634	SBS3	1	0	2	0
583	chr20:32457470-33283634	SBS5	1	0	2	0
584	chr20:33285540-46124299	SBS1	1	0	3	0
585	chr20:33285540-46124299	SBS18	1	0	2	0
586	chr20:33285540-46124299	SBS3	1	0	24	0
587	chr20:33285540-46124299	SBS5	1	0	9	0
588	chr20:46124450-47682443	SBS3	1	0	1	0
589	chr20:46124450-47682443	SBS5	1	0	2	0
590	chr20:47690910-64444167	SBS1	1	0	3	0
591	chr20:47690910-64444167	SBS18	1	0	5	0
592	chr20:47690910-64444167	SBS3	1	0	22	0
593	chr20:47690910-64444167	SBS5	1	0	9	0
594	chr21:1-10716586	SBS1	1	1	4	0
595	chr21:1-10716586	SBS18	1	1	2	0
596	chr21:1-10716586	SBS3	1	1	16	0
597	chr21:1-10716586	SBS5	1	1	7	0
598	chr21:10716587-11890183	SBS1	1	1	1	0
599	chr21:10716587-11890183	SBS3	1	1	4	0
600	chr21:10716587-11890183	SBS5	1	1	3	0
601	chr21:11890184-15672787	SBS1	1	1	2	0
602	chr21:11890184-15672787	SBS18	1	1	3	0
603	chr21:11890184-15672787	SBS3	1	1	14	0
604	chr21:11890184-15672787	SBS5	1	1	10	0
605	chr21:15672824-17105000	SBS3	1	1	4	0
606	chr21:15672824-17105000	SBS5	1	1	2	0
607	chr21:17105001-17368000	SBS18	1	1	1	0
608	chr21:17105001-17368000	SBS3	1	1	5	0
609	chr21:17105001-17368000	SBS5	1	1	3	0
610	chr21:17368001-17601484	SBS3	1	1	1	0
611	chr21:17606433-21767000	SBS18	1	1	1	0
612	chr21:17606433-21767000	SBS3	1	1	6	0
613	chr21:17606433-21767000	SBS5	1	1	4	0
614	chr21:21767001-36486244	SBS1	1	1	6	0
615	chr21:21767001-36486244	SBS18	1	1	2	0
616	chr21:21767001-36486244	SBS3	1	1	33	0
617	chr21:21767001-36486244	SBS5	1	1	15	0
618	chr21:36486245-36487022	SBS3	1	1	1	0
619	chr21:36487023-37066450	SBS1	2	1	1	0
620	chr21:36487023-37066450	SBS3	2	1	4	1
621	chr21:37069940-46709983	SBS1	2	1	3	1
622	chr21:37069940-46709983	SBS18	2	1	3	0
623	chr21:37069940-46709983	SBS3	2	1	38	2
624	chr21:37069940-46709983	SBS5	2	1	17	1
625	chr22:1-14004552	SBS1	1	0	2	0
626	chr22:1-14004552	SBS3	1	0	40	0
627	chr22:1-14004552	SBS5	1	0	21	0
628	chr22:14004553-25207120	SBS1	1	1	2	0
629	chr22:14004553-25207120	SBS18	1	1	5	0
630	chr22:14004553-25207120	SBS3	1	1	51	0
631	chr22:14004553-25207120	SBS5	1	1	22	0
632	chr22:25218269-28669921	SBS1	1	1	1	0
633	chr22:25218269-28669921	SBS18	1	1	1	0
634	chr22:25218269-28669921	SBS3	1	1	10	0
635	chr22:25218269-28669921	SBS5	1	1	13	0
636	chr22:28669925-32921588	SBS18	1	1	2	0
637	chr22:28669925-32921588	SBS3	1	1	3	0
638	chr22:28669925-32921588	SBS5	1	1	1	0
639	chr22:32929005-33117776	SBS3	1	1	1	0
640	chr22:33117810-37553923	SBS1	1	1	2	0
641	chr22:33117810-37553923	SBS18	1	1	1	0
642	chr22:33117810-37553923	SBS3	1	1	19	0
643	chr22:33117810-37553923	SBS5	1	1	7	0
644	chr22:37556190-37731181	SBS5	1	1	1	0
645	chr22:37731182-37737267	SBS3	1	0	6	0
646	chr22:37731182-37737267	SBS5	1	0	9	0
647	chr22:37737712-38462374	SBS3	1	1	1	0
648	chr22:38480584-48542121	SBS1	1	1	8	0
649	chr22:38480584-48542121	SBS18	1	1	1	0
650	chr22:38480584-48542121	SBS3	1	1	29	0
651	chr22:38480584-48542121	SBS5	1	1	9	0
652	chr22:48542631-50818468	SBS3	1	1	6	0
653	chr22:48542631-50818468	SBS5	1	1	3	0
654	chr2:1-16948979	SBS1	2	1	6	0
655	chr2:1-16948979	SBS18	2	1	6	0
656	chr2:1-16948979	SBS3	2	1	55	1
657	chr2:1-16948979	SBS5	2	1	15	4
658	chr2:115078871-117543036	SBS1	1	1	1	0
659	chr2:115078871-117543036	SBS18	1	1	2	0
660	chr2:115078871-117543036	SBS3	1	1	11	0
661	chr2:115078871-117543036	SBS5	1	1	3	0
662	chr2:117543037-117550568	SBS3	2	1	1	0
663	chr2:117550569-118801000	SBS3	1	1	9	0
664	chr2:117550569-118801000	SBS5	1	1	1	0
665	chr2:118870001-119579352	SBS18	1	1	1	0
666	chr2:118870001-119579352	SBS3	1	1	2	0
667	chr2:118870001-119579352	SBS5	1	1	2	0
668	chr2:119579374-128403702	SBS1	1	1	2	0
669	chr2:119579374-128403702	SBS18	1	1	2	0
670	chr2:119579374-128403702	SBS3	1	1	20	0
671	chr2:119579374-128403702	SBS5	1	1	11	0
672	chr2:128421790-151532286	SBS1	1	0	3	0
673	chr2:128421790-151532286	SBS18	1	0	4	0
674	chr2:128421790-151532286	SBS3	1	0	54	0
675	chr2:128421790-151532286	SBS5	1	0	29	0
676	chr2:151532321-162993974	SBS1	1	0	1	0
677	chr2:151532321-162993974	SBS3	1	0	14	0
678	chr2:151532321-162993974	SBS5	1	0	4	0
679	chr2:163018483-170613907	SBS1	1	0	3	0
680	chr2:163018483-170613907	SBS3	1	0	17	0
681	chr2:163018483-170613907	SBS5	1	0	4	0
682	chr2:16949041-19079972	SBS1	2	1	0	1
683	chr2:16949041-19079972	SBS18	2	1	1	0
684	chr2:16949041-19079972	SBS3	2	1	4	0
685	chr2:16949041-19079972	SBS5	2	1	2	1
686	chr2:170613908-176944642	SBS1	2	0	1	0
687	chr2:170613908-176944642	SBS3	2	0	13	4
688	chr2:170613908-176944642	SBS5	2	0	4	1
689	chr2:176944683-179810436	SBS3	2	0	5	2
690	chr2:176944683-179810436	SBS5	2	0	3	0
691	chr2:179811013-181135168	SBS18	1	0	1	0
692	chr2:181135169-236694000	SBS1	1	0	8	0
693	chr2:181135169-236694000	SBS18	1	0	14	0
694	chr2:181135169-236694000	SBS3	1	0	118	0
695	chr2:181135169-236694000	SBS5	1	0	53	0
696	chr2:19079973-19080311	SBS5	1	1	1	0
697	chr2:19080312-25644694	SBS1	2	1	2	1
698	chr2:19080312-25644694	SBS18	2	1	1	0
699	chr2:19080312-25644694	SBS3	2	1	17	2
700	chr2:19080312-25644694	SBS5	2	1	5	2
701	chr2:236694001-239612413	SBS1	2	1	2	0
702	chr2:236694001-239612413	SBS3	2	1	6	4
703	chr2:236694001-239612413	SBS5	2	1	3	1
704	chr2:239612414-239612839	SBS5	2	0	1	0
705	chr2:239612840-239726495	SBS3	2	1	1	0
706	chr2:239726496-242193529	SBS1	2	0	1	2
707	chr2:239726496-242193529	SBS3	2	0	6	1
708	chr2:25644695-27681000	SBS1	2	1	1	0
709	chr2:25644695-27681000	SBS18	2	1	2	0
710	chr2:25644695-27681000	SBS3	2	1	6	1
711	chr2:25644695-27681000	SBS5	2	1	1	0
712	chr2:27681001-27738000	SBS5	1	1	1	0
713	chr2:27738001-30550107	SBS18	2	1	1	0
714	chr2:27738001-30550107	SBS3	2	1	9	0
715	chr2:27738001-30550107	SBS5	2	1	2	0
716	chr2:30550108-39978525	SBS1	1	1	3	0
717	chr2:30550108-39978525	SBS18	1	1	1	0
718	chr2:30550108-39978525	SBS3	1	1	12	0
719	chr2:30550108-39978525	SBS5	1	1	13	0
720	chr2:39978731-41896242	SBS1	1	1	1	0
721	chr2:39978731-41896242	SBS3	1	1	5	0
722	chr2:39978731-41896242	SBS5	1	1	1	0
723	chr2:41896243-42025426	SBS3	2	1	1	0
724	chr2:42025490-43203916	SBS1	2	1	0	1
725	chr2:42025490-43203916	SBS3	2	1	2	1
726	chr2:42025490-43203916	SBS5	2	1	3	0
727	chr2:43203917-43366335	SBS3	1	1	1	0
728	chr2:43366383-46907586	SBS1	1	1	2	0
729	chr2:43366383-46907586	SBS18	1	1	1	0
730	chr2:43366383-46907586	SBS3	1	1	7	0
731	chr2:43366383-46907586	SBS5	1	1	1	0
732	chr2:47191159-55665441	SBS1	1	1	6	0
733	chr2:47191159-55665441	SBS18	1	1	1	0
734	chr2:47191159-55665441	SBS3	1	1	8	0
735	chr2:47191159-55665441	SBS5	1	1	9	0
736	chr2:55671467-58613874	SBS3	1	1	6	0
737	chr2:55671467-58613874	SBS5	1	1	3	0
738	chr2:58613875-60443394	SBS3	1	1	4	0
739	chr2:58613875-60443394	SBS5	1	1	2	0
740	chr2:60493851-62437347	SBS3	1	1	1	0
741	chr2:60493851-62437347	SBS5	1	1	1	0
742	chr2:62437382-63029754	SBS18	1	1	1	0
743	chr2:62437382-63029754	SBS3	1	1	1	0
744	chr2:63033883-85576000	SBS1	1	1	12	0
745	chr2:63033883-85576000	SBS18	1	1	5	0
746	chr2:63033883-85576000	SBS3	1	1	61	0
747	chr2:63033883-85576000	SBS5	1	1	25	0
748	chr2:85618001-86299864	SBS3	1	1	8	0
749	chr2:86306114-93139350	SBS1	1	1	3	0
750	chr2:86306114-93139350	SBS18	1	1	5	0
751	chr2:86306114-93139350	SBS3	1	1	20	0
752	chr2:86306114-93139350	SBS5	1	1	18	0
753	chr2:93139351-95403106	SBS1	1	1	3	0
754	chr2:93139351-95403106	SBS18	1	1	1	0
755	chr2:93139351-95403106	SBS3	1	1	15	0
756	chr2:93139351-95403106	SBS5	1	1	6	0
757	chr2:95403280-115078581	SBS1	1	1	5	0
758	chr2:95403280-115078581	SBS18	1	1	5	0
759	chr2:95403280-115078581	SBS3	1	1	43	0
760	chr2:95403280-115078581	SBS5	1	1	21	0
761	chr3:1-22501193	SBS1	2	0	6	1
762	chr3:1-22501193	SBS18	2	0	7	1
763	chr3:1-22501193	SBS3	2	0	57	8
764	chr3:1-22501193	SBS5	2	0	25	2
765	chr3:103129399-106766761	SBS18	1	1	1	0
766	chr3:103129399-106766761	SBS3	1	1	5	0
767	chr3:103129399-106766761	SBS5	1	1	2	0
768	chr3:106766789-107428436	SBS1	1	1	2	0
769	chr3:107435049-113125790	SBS1	1	1	1	0
770	chr3:107435049-113125790	SBS18	1	1	2	0
771	chr3:107435049-113125790	SBS3	1	1	13	0
772	chr3:107435049-113125790	SBS5	1	1	4	0
773	chr3:113233166-120416000	SBS1	1	1	2	0
774	chr3:113233166-120416000	SBS18	1	1	5	0
775	chr3:113233166-120416000	SBS3	1	1	17	0
776	chr3:113233166-120416000	SBS5	1	1	9	0
777	chr3:120453001-125308805	SBS1	1	1	1	0
778	chr3:120453001-125308805	SBS3	1	1	8	0
779	chr3:120453001-125308805	SBS5	1	1	9	0
780	chr3:125316177-129476247	SBS1	1	1	2	0
781	chr3:125316177-129476247	SBS18	1	1	1	0
782	chr3:125316177-129476247	SBS3	1	1	22	0
783	chr3:125316177-129476247	SBS5	1	1	16	0
784	chr3:129476287-132415168	SBS3	1	1	18	0
785	chr3:129476287-132415168	SBS5	1	1	10	0
786	chr3:132415193-137401375	SBS1	1	1	3	0
787	chr3:132415193-137401375	SBS3	1	1	19	0
788	chr3:132415193-137401375	SBS5	1	1	5	0
789	chr3:137401376-152255869	SBS1	2	1	10	1
790	chr3:137401376-152255869	SBS18	2	1	5	1
791	chr3:137401376-152255869	SBS3	2	1	58	5
792	chr3:137401376-152255869	SBS5	2	1	16	0
793	chr3:152285832-158411718	SBS1	2	1	0	1
794	chr3:152285832-158411718	SBS3	2	1	19	0
795	chr3:152285832-158411718	SBS5	2	1	14	1
796	chr3:158411719-158633000	SBS3	3	1	1	0
797	chr3:158633001-158828000	SBS3	2	1	1	0
798	chr3:158633001-158828000	SBS5	2	1	1	0
799	chr3:159347802-160039779	SBS18	2	1	1	0
800	chr3:159347802-160039779	SBS3	2	1	3	0
801	chr3:160039821-170492703	SBS1	2	1	3	0
802	chr3:160039821-170492703	SBS18	2	1	4	0
803	chr3:160039821-170492703	SBS3	2	1	42	1
804	chr3:160039821-170492703	SBS5	2	1	17	0
805	chr3:170498123-184442438	SBS1	2	1	4	0
806	chr3:170498123-184442438	SBS18	2	1	5	1
807	chr3:170498123-184442438	SBS3	2	1	43	1
808	chr3:170498123-184442438	SBS5	2	1	18	0
809	chr3:184442439-185001016	SBS3	1	1	2	0
810	chr3:185014616-185751780	SBS1	2	1	1	0
811	chr3:185014616-185751780	SBS3	2	1	3	0
812	chr3:185751781-189438405	SBS1	3	1	2	1
813	chr3:185751781-189438405	SBS18	3	1	1	0
814	chr3:185751781-189438405	SBS3	3	1	18	2
815	chr3:185751781-189438405	SBS5	3	1	3	0
816	chr3:189438460-191095578	SBS18	3	1	1	0
817	chr3:189438460-191095578	SBS3	3	1	2	2
818	chr3:189438460-191095578	SBS5	3	1	4	0
819	chr3:191095613-191431073	SBS3	3	1	2	0
820	chr3:191095613-191431073	SBS5	3	1	1	0
821	chr3:191431620-192800000	SBS1	3	1	1	0
822	chr3:191431620-192800000	SBS18	3	1	1	0
823	chr3:191431620-192800000	SBS3	3	1	11	0
824	chr3:191431620-192800000	SBS5	3	1	5	1
825	chr3:192800001-194593527	SBS18	3	1	0	1
826	chr3:192800001-194593527	SBS3	3	1	2	0
827	chr3:192800001-194593527	SBS5	3	1	1	1
828	chr3:194593567-198295559	SBS1	3	1	4	0
829	chr3:194593567-198295559	SBS3	3	1	21	1
830	chr3:194593567-198295559	SBS5	3	1	9	0
831	chr3:22501500-25584373	SBS3	2	0	6	0
832	chr3:25584590-29808270	SBS3	2	0	12	3
833	chr3:25584590-29808270	SBS5	2	0	4	0
834	chr3:29811593-32488177	SBS3	1	0	1	0
835	chr3:29811593-32488177	SBS5	1	0	1	0
836	chr3:32488392-45384466	SBS1	1	0	5	0
837	chr3:32488392-45384466	SBS18	1	0	1	0
838	chr3:32488392-45384466	SBS3	1	0	23	0
839	chr3:32488392-45384466	SBS5	1	0	12	0
840	chr3:45384496-65966314	SBS1	1	0	3	0
841	chr3:45384496-65966314	SBS18	1	0	3	0
842	chr3:45384496-65966314	SBS3	1	0	39	0
843	chr3:45384496-65966314	SBS5	1	0	16	0
844	chr3:65983709-70100270	SBS1	1	0	3	0
845	chr3:65983709-70100270	SBS3	1	0	5	0
846	chr3:65983709-70100270	SBS5	1	0	1	0
847	chr3:70100271-78405227	SBS1	1	1	8	0
848	chr3:70100271-78405227	SBS18	1	1	5	0
849	chr3:70100271-78405227	SBS3	1	1	34	0
850	chr3:70100271-78405227	SBS5	1	1	27	0
851	chr3:78405228-78411948	SBS3	2	1	1	0
852	chr3:78411949-92214015	SBS1	1	1	8	0
853	chr3:78411949-92214015	SBS18	1	1	7	0
854	chr3:78411949-92214015	SBS3	1	1	123	0
855	chr3:78411949-92214015	SBS5	1	1	63	0
856	chr3:92214016-93861783	SBS18	1	1	1	0
857	chr3:92214016-93861783	SBS3	1	1	2	0
858	chr3:92214016-93861783	SBS5	1	1	1	0
859	chr3:93861799-103129398	SBS1	1	1	1	0
860	chr3:93861799-103129398	SBS18	1	1	5	0
861	chr3:93861799-103129398	SBS3	1	1	26	0
862	chr3:93861799-103129398	SBS5	1	1	17	0
863	chr4:1-22586520	SBS1	1	0	4	0
864	chr4:1-22586520	SBS18	1	0	2	0
865	chr4:1-22586520	SBS3	1	0	53	0
866	chr4:1-22586520	SBS5	1	0	24	0
867	chr4:102261853-113206560	SBS1	1	0	3	0
868	chr4:102261853-113206560	SBS18	1	0	2	0
869	chr4:102261853-113206560	SBS3	1	0	25	0
870	chr4:102261853-113206560	SBS5	1	0	10	0
871	chr4:113210740-114404931	SBS3	1	0	2	0
872	chr4:114404932-136958023	SBS1	1	0	8	0
873	chr4:114404932-136958023	SBS18	1	0	5	0
874	chr4:114404932-136958023	SBS3	1	0	37	0
875	chr4:114404932-136958023	SBS5	1	0	19	0
876	chr4:136962804-144896644	SBS1	1	0	1	0
877	chr4:136962804-144896644	SBS3	1	0	7	0
878	chr4:136962804-144896644	SBS5	1	0	9	0
879	chr4:144901912-151780896	SBS1	1	0	3	0
880	chr4:144901912-151780896	SBS18	1	0	2	0
881	chr4:144901912-151780896	SBS3	1	0	19	0
882	chr4:144901912-151780896	SBS5	1	0	14	0
883	chr4:152085054-159160357	SBS1	1	0	8	0
884	chr4:152085054-159160357	SBS18	1	0	1	0
885	chr4:152085054-159160357	SBS3	1	0	9	0
886	chr4:152085054-159160357	SBS5	1	0	8	0
887	chr4:159160395-167196968	SBS3	1	0	5	0
888	chr4:159160395-167196968	SBS5	1	0	8	0
889	chr4:167197004-190214555	SBS1	1	0	14	0
890	chr4:167197004-190214555	SBS18	1	0	6	0
891	chr4:167197004-190214555	SBS3	1	0	61	0
892	chr4:167197004-190214555	SBS5	1	0	22	0
893	chr4:22587817-47296338	SBS1	1	0	6	0
894	chr4:22587817-47296338	SBS18	1	0	1	0
895	chr4:22587817-47296338	SBS3	1	0	31	0
896	chr4:22587817-47296338	SBS5	1	0	12	0
897	chr4:47296339-48629436	SBS3	1	1	4	0
898	chr4:48634019-50726025	SBS1	1	1	2	0
899	chr4:48634019-50726025	SBS3	1	1	8	0
900	chr4:48634019-50726025	SBS5	1	1	4	0
901	chr4:50726026-102251936	SBS1	1	0	7	0
902	chr4:50726026-102251936	SBS18	1	0	5	0
903	chr4:50726026-102251936	SBS3	1	0	57	0
904	chr4:50726026-102251936	SBS5	1	0	38	0
905	chr5:1-5160959	SBS1	1	1	2	0
906	chr5:1-5160959	SBS3	1	1	13	0
907	chr5:1-5160959	SBS5	1	1	5	0
908	chr5:116531924-125656952	SBS1	2	0	3	0
909	chr5:116531924-125656952	SBS3	2	0	13	2
910	chr5:116531924-125656952	SBS5	2	0	9	1
911	chr5:125658063-132362000	SBS1	2	0	1	0
912	chr5:125658063-132362000	SBS3	2	0	12	3
913	chr5:125658063-132362000	SBS5	2	0	6	0
914	chr5:132362001-132482479	SBS3	2	0	1	0
915	chr5:132482480-149868140	SBS1	1	0	5	0
916	chr5:132482480-149868140	SBS3	1	0	28	0
917	chr5:132482480-149868140	SBS5	1	0	11	0
918	chr5:149871261-169295327	SBS18	1	0	1	0
919	chr5:149871261-169295327	SBS3	1	0	34	0
920	chr5:149871261-169295327	SBS5	1	0	15	0
921	chr5:169296682-172974756	SBS1	1	0	4	0
922	chr5:169296682-172974756	SBS3	1	0	12	0
923	chr5:169296682-172974756	SBS5	1	0	6	0
924	chr5:172974902-181538259	SBS1	1	0	8	0
925	chr5:172974902-181538259	SBS18	1	0	1	0
926	chr5:172974902-181538259	SBS3	1	0	9	0
927	chr5:172974902-181538259	SBS5	1	0	5	0
928	chr5:41215679-48272853	SBS1	1	1	1	0
929	chr5:41215679-48272853	SBS18	1	1	1	0
930	chr5:41215679-48272853	SBS3	1	1	18	0
931	chr5:41215679-48272853	SBS5	1	1	9	0
932	chr5:48272854-51152883	SBS3	1	1	2	0
933	chr5:51152884-60078874	SBS1	1	0	1	0
934	chr5:51152884-60078874	SBS18	1	0	1	0
935	chr5:51152884-60078874	SBS3	1	0	20	0
936	chr5:51152884-60078874	SBS5	1	0	12	0
937	chr5:5161138-6646493	SBS1	1	1	4	0
938	chr5:5161138-6646493	SBS3	1	1	3	0
939	chr5:5161138-6646493	SBS5	1	1	1	0
940	chr5:60078932-95614887	SBS1	1	0	3	0
941	chr5:60078932-95614887	SBS18	1	0	4	0
942	chr5:60078932-95614887	SBS3	1	0	42	0
943	chr5:60078932-95614887	SBS5	1	0	17	0
944	chr5:6653208-41208457	SBS1	1	1	21	0
945	chr5:6653208-41208457	SBS18	1	1	5	0
946	chr5:6653208-41208457	SBS3	1	1	103	0
947	chr5:6653208-41208457	SBS5	1	1	40	0
948	chr5:95615207-116531923	SBS1	1	0	6	0
949	chr5:95615207-116531923	SBS18	1	0	2	0
950	chr5:95615207-116531923	SBS3	1	0	31	0
951	chr5:95615207-116531923	SBS5	1	0	21	0
952	chr6:117781204-120359620	SBS1	1	0	1	0
953	chr6:117781204-120359620	SBS18	1	0	2	0
954	chr6:117781204-120359620	SBS3	1	0	6	0
955	chr6:120359621-125114381	SBS1	1	0	1	0
956	chr6:120359621-125114381	SBS3	1	0	15	0
957	chr6:120359621-125114381	SBS5	1	0	4	0
958	chr6:125114414-133291225	SBS1	1	0	1	0
959	chr6:125114414-133291225	SBS18	1	0	2	0
960	chr6:125114414-133291225	SBS3	1	0	18	0
961	chr6:125114414-133291225	SBS5	1	0	13	0
962	chr6:133291282-143213642	SBS1	1	0	4	0
963	chr6:133291282-143213642	SBS18	1	0	2	0
964	chr6:133291282-143213642	SBS3	1	0	12	0
965	chr6:133291282-143213642	SBS5	1	0	9	0
966	chr6:143213643-154703237	SBS1	1	0	3	0
967	chr6:143213643-154703237	SBS18	1	0	3	0
968	chr6:143213643-154703237	SBS3	1	0	23	0
969	chr6:143213643-154703237	SBS5	1	0	7	0
970	chr6:154703279-167914728	SBS1	1	0	2	0
971	chr6:154703279-167914728	SBS18	1	0	3	0
972	chr6:154703279-167914728	SBS3	1	0	22	0
973	chr6:154703279-167914728	SBS5	1	0	8	0
974	chr6:167945026-170805979	SBS3	1	0	5	0
975	chr6:167945026-170805979	SBS5	1	0	6	0
976	chr6:59191911-64344500	SBS18	1	1	4	0
977	chr6:59191911-64344500	SBS3	1	1	33	0
978	chr6:59191911-64344500	SBS5	1	1	14	0
979	chr6:64344501-69625874	SBS1	1	0	1	0
980	chr6:64344501-69625874	SBS18	1	0	1	0
981	chr6:64344501-69625874	SBS3	1	0	7	0
982	chr6:69625875-79019152	SBS1	1	0	2	0
983	chr6:69625875-79019152	SBS18	1	0	2	0
984	chr6:69625875-79019152	SBS3	1	0	11	0
985	chr6:69625875-79019152	SBS5	1	0	10	0
986	chr6:79037119-117781165	SBS1	1	0	4	0
987	chr6:79037119-117781165	SBS18	1	0	4	0
988	chr6:79037119-117781165	SBS3	1	0	67	0
989	chr6:79037119-117781165	SBS5	1	0	24	0
990	chr7:1-1563474	SBS1	1	1	2	0
991	chr7:1-1563474	SBS3	1	1	3	0
992	chr7:1-1563474	SBS5	1	1	1	0
993	chr7:101438985-110539327	SBS18	1	1	2	0
994	chr7:101438985-110539327	SBS3	1	1	24	0
995	chr7:101438985-110539327	SBS5	1	1	10	0
996	chr7:11019123-15088472	SBS18	1	1	2	0
997	chr7:11019123-15088472	SBS3	1	1	7	0
998	chr7:11019123-15088472	SBS5	1	1	3	0
999	chr7:110539328-111501594	SBS1	2	1	0	1
1000	chr7:110539328-111501594	SBS3	2	1	5	1
1001	chr7:111650965-115782850	SBS1	2	1	1	0
1002	chr7:111650965-115782850	SBS18	2	1	1	0
1003	chr7:111650965-115782850	SBS3	2	1	11	2
1004	chr7:111650965-115782850	SBS5	2	1	1	3
1005	chr7:115782851-116066869	SBS3	1	1	1	0
1006	chr7:116066870-116108853	SBS3	2	1	1	0
1007	chr7:116109251-118150619	SBS1	2	1	2	1
1008	chr7:116109251-118150619	SBS3	2	1	8	0
1009	chr7:116109251-118150619	SBS5	2	1	3	0
1010	chr7:118249635-119677279	SBS1	2	1	1	0
1011	chr7:118249635-119677279	SBS3	2	1	9	1
1012	chr7:118249635-119677279	SBS5	2	1	0	2
1013	chr7:119677322-120491610	SBS18	2	1	1	0
1014	chr7:119677322-120491610	SBS3	2	1	4	0
1015	chr7:119677322-120491610	SBS5	2	1	1	0
1016	chr7:120491611-121077428	SBS1	1	1	1	0
1017	chr7:120491611-121077428	SBS3	1	1	1	0
1018	chr7:121077462-130368485	SBS1	1	1	2	0
1019	chr7:121077462-130368485	SBS18	1	1	1	0
1020	chr7:121077462-130368485	SBS3	1	1	37	0
1021	chr7:121077462-130368485	SBS5	1	1	9	0
1022	chr7:130368486-130373619	SBS3	1	1	1	0
1023	chr7:130373620-137932000	SBS1	1	1	2	0
1024	chr7:130373620-137932000	SBS18	1	1	3	0
1025	chr7:130373620-137932000	SBS3	1	1	24	0
1026	chr7:130373620-137932000	SBS5	1	1	10	0
1027	chr7:138016001-139103768	SBS3	1	1	2	0
1028	chr7:138016001-139103768	SBS5	1	1	6	0
1029	chr7:139109885-139447836	SBS3	1	1	1	0
1030	chr7:139450059-152308292	SBS1	1	1	7	0
1031	chr7:139450059-152308292	SBS18	1	1	8	0
1032	chr7:139450059-152308292	SBS3	1	1	89	0
1033	chr7:139450059-152308292	SBS5	1	1	37	0
1034	chr7:15095834-30714359	SBS1	1	1	5	0
1035	chr7:15095834-30714359	SBS18	1	1	5	0
1036	chr7:15095834-30714359	SBS3	1	1	45	0
