	segment_id	sig_max	major_cn	minor_cn	N1	N4	N2	N3	N6	N9	N5	N7	N10	N8
323	chr13:109502921-109510257	SBS3	6	0	0	0	0	1	0	0	0	0	0	0
324	chr13:109510258-109716898	SBS3	5	0	1	0	0	0	0	0	0	0	0	0
325	chr13:109730256-109953211	SBS3	5	0	2	0	0	0	0	0	0	0	0	0
326	chr13:109954571-110452789	SBS1	5	0	1	0	0	0	0	0	1	0	0	0
327	chr13:109954571-110452789	SBS3	5	0	7	0	1	0	0	0	1	0	0	0
328	chr13:110463416-111530474	SBS1	5	0	2	0	0	0	0	0	0	0	0	0
329	chr13:110463416-111530474	SBS100	5	0	1	0	0	0	0	0	0	0	0	0
330	chr13:110463416-111530474	SBS3	5	0	9	0	2	0	0	0	1	0	0	0
331	chr13:111530520-111905252	SBS3	5	0	1	0	2	0	0	0	0	0	0	0
332	chr13:111905253-114364328	SBS1	4	0	3	2	1	0	0	0	0	0	0	0
333	chr13:111905253-114364328	SBS100	4	0	1	0	1	0	0	0	0	0	0	0
334	chr13:111905253-114364328	SBS3	4	0	10	2	3	1	0	0	0	0	0	0
335	chr13:17025624-21906680	SBS1	2	0	3	0	0	0	0	0	0	0	0	0
336	chr13:17025624-21906680	SBS100	2	0	2	0	0	0	0	0	0	0	0	0
337	chr13:17025624-21906680	SBS3	2	0	23	0	3	0	0	0	0	0	0	0
338	chr13:21934712-35643257	SBS1	3	0	1	0	0	0	0	0	0	0	0	0
339	chr13:21934712-35643257	SBS100	3	0	1	0	1	0	0	0	0	0	0	0
340	chr13:21934712-35643257	SBS3	3	0	42	0	14	4	0	0	0	0	0	0
341	chr13:35645203-37640521	SBS3	3	0	3	0	5	0	0	0	0	0	0	0
342	chr13:37654148-40074646	SBS1	3	0	1	0	0	1	0	0	0	0	0	0
343	chr13:37654148-40074646	SBS3	3	0	8	0	0	0	0	0	0	0	0	0
344	chr13:40074647-40986600	SBS3	4	0	6	0	0	1	0	0	0	0	0	0
345	chr13:40986663-42034067	SBS100	4	0	1	0	0	0	0	0	0	0	0	0
346	chr13:40986663-42034067	SBS3	4	0	7	0	0	0	0	0	0	0	0	0
347	chr13:42034068-44194161	SBS3	3	0	7	0	3	1	0	0	0	0	0	0
348	chr13:44194391-48674401	SBS100	3	0	0	0	1	0	0	0	0	0	0	0
349	chr13:44194391-48674401	SBS3	3	0	11	0	4	0	0	0	0	0	0	0
350	chr13:48689534-51989467	SBS1	3	0	0	0	1	0	0	0	0	0	0	0
351	chr13:48689534-51989467	SBS100	3	0	1	0	0	0	0	0	0	0	0	0
352	chr13:48689534-51989467	SBS3	3	0	9	0	1	0	0	0	0	0	0	0
353	chr13:51992309-54335983	SBS3	3	0	1	0	0	0	0	0	0	0	0	0
354	chr13:59127232-62230860	SBS3	2	0	6	0	0	0	0	0	0	0	0	0
355	chr13:62429010-62509222	SBS3	2	0	1	0	0	0	0	0	0	0	0	0
356	chr13:62509223-63119152	SBS3	5	0	4	0	2	0	0	0	0	0	0	0
357	chr13:63133051-64305054	SBS3	3	0	3	0	0	1	0	0	0	0	0	0
358	chr13:64305055-67877102	SBS1	2	0	1	0	0	0	0	0	0	0	0	0
359	chr13:64305055-67877102	SBS3	2	0	18	0	0	0	0	0	0	0	0	0
360	chr13:67877220-68120997	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
361	chr13:67877220-68120997	SBS3	2	0	1	0	0	0	0	0	0	0	0	0
362	chr13:68120998-68332860	SBS3	5	0	2	0	0	0	0	0	0	0	0	0
363	chr13:68398190-68512779	SBS100	3	0	1	0	0	0	0	0	0	0	0	0
364	chr13:68642843-69280336	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
365	chr13:68642843-69280336	SBS3	2	0	5	0	0	0	0	0	0	0	0	0
366	chr13:69376001-69809261	SBS3	2	0	1	0	1	0	0	0	0	0	0	0
367	chr13:69933256-71330961	SBS3	2	0	9	0	0	0	0	0	0	0	0	0
368	chr13:71763919-72999306	SBS3	2	0	3	0	0	0	0	0	0	0	0	0
369	chr13:72999307-74689472	SBS3	3	0	5	0	0	1	0	0	0	0	0	0
370	chr13:74689473-74874460	SBS3	3	0	1	0	0	0	0	0	0	0	0	0
371	chr13:74874461-78555282	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
372	chr13:74874461-78555282	SBS3	2	0	14	0	0	0	0	0	0	0	0	0
373	chr13:78673350-79086437	SBS100	6	0	1	0	0	0	0	0	0	0	0	0
374	chr13:78673350-79086437	SBS3	6	0	4	0	0	0	0	0	0	0	0	0
375	chr13:79086438-80852165	SBS3	3	0	13	0	0	0	0	0	0	0	0	0
376	chr13:80852166-83507355	SBS1	5	0	2	0	0	0	0	0	0	0	0	0
377	chr13:80852166-83507355	SBS100	5	0	2	0	0	0	0	0	0	0	0	0
378	chr13:80852166-83507355	SBS3	5	0	17	0	1	0	0	0	2	0	0	0
379	chr13:83507401-85249237	SBS100	5	0	1	0	0	0	0	0	0	0	0	0
380	chr13:83507401-85249237	SBS3	5	0	4	0	3	0	0	0	0	0	0	0
381	chr13:85249270-88186125	SBS1	5	0	1	0	1	0	0	0	0	0	0	0
382	chr13:85249270-88186125	SBS100	5	0	0	0	1	1	0	0	0	0	0	0
383	chr13:85249270-88186125	SBS3	5	0	20	0	5	1	0	0	4	0	0	0
384	chr13:88200868-93640740	SBS1	5	0	3	0	1	0	0	0	1	0	0	0
385	chr13:88200868-93640740	SBS100	5	0	2	0	0	0	0	0	0	0	0	0
386	chr13:88200868-93640740	SBS3	5	0	42	0	10	1	0	0	1	0	0	0
387	chr13:93640741-96286138	SBS100	5	0	1	0	0	0	0	0	0	0	0	0
388	chr13:93640741-96286138	SBS3	5	0	21	0	3	1	0	0	2	0	0	0
389	chr13:96286194-96715767	SBS3	5	0	2	0	1	0	0	0	0	0	0	0
390	chr13:96730621-99997795	SBS1	5	0	1	0	0	0	0	0	0	0	0	0
391	chr13:96730621-99997795	SBS3	5	0	20	0	4	1	0	0	1	0	0	0
392	chr13:99997853-101193773	SBS3	5	0	2	0	0	0	0	0	0	0	0	0
393	chr14:1-17086761	SBS3	2	1	3	0	0	0	0	0	0	0	0	0
394	chr14:103137001-103718053	SBS3	1	0	2	0	0	0	0	0	0	0	0	0
395	chr14:103718054-107043718	SBS1	3	1	5	0	1	1	0	0	0	0	0	0
396	chr14:103718054-107043718	SBS3	3	1	36	0	1	5	0	0	0	0	0	0
397	chr14:17086762-20613158	SBS3	2	1	7	0	0	0	0	0	0	0	0	0
398	chr14:20621709-24689366	SBS1	2	1	0	0	1	0	0	0	0	0	0	0
399	chr14:20621709-24689366	SBS3	2	1	22	0	1	0	0	0	0	0	0	0
400	chr14:24689387-27426379	SBS3	2	1	20	0	0	0	0	0	0	0	0	0
401	chr14:27426404-31477256	SBS1	2	1	1	0	0	0	0	0	0	0	0	0
402	chr14:27426404-31477256	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
403	chr14:27426404-31477256	SBS3	2	1	28	0	2	0	0	0	0	0	0	0
404	chr14:31477312-33050789	SBS3	2	1	1	0	1	0	0	0	0	0	0	0
405	chr14:33059332-35232555	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
406	chr14:33059332-35232555	SBS3	2	1	10	0	0	0	0	0	0	0	0	0
407	chr14:35243884-37374283	SBS3	2	1	13	0	1	0	0	0	0	0	0	0
408	chr14:37377773-39715608	SBS1	2	1	1	0	0	0	0	0	0	0	0	0
409	chr14:37377773-39715608	SBS3	2	1	10	0	1	0	0	0	0	0	0	0
410	chr14:39719314-45906261	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
411	chr14:39719314-45906261	SBS3	2	1	24	0	4	0	0	0	0	0	0	0
412	chr14:45978156-46266311	SBS3	2	1	2	0	0	0	0	0	0	0	0	0
413	chr14:46266312-58143455	SBS1	1	1	1	0	0	0	0	0	0	0	0	0
414	chr14:46266312-58143455	SBS3	1	1	49	0	0	0	0	0	0	0	0	0
415	chr14:58143456-73225524	SBS1	1	0	3	0	0	0	0	0	0	0	0	0
416	chr14:58143456-73225524	SBS100	1	0	2	0	0	0	0	0	0	0	0	0
417	chr14:58143456-73225524	SBS3	1	0	33	0	0	0	0	0	0	0	0	0
418	chr14:73226423-77689931	SBS1	1	0	2	0	0	0	0	0	0	0	0	0
419	chr14:73226423-77689931	SBS3	1	0	20	0	0	0	0	0	0	0	0	0
420	chr14:77715289-82724847	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
421	chr14:77715289-82724847	SBS3	2	0	14	0	3	0	0	0	0	0	0	0
422	chr14:82724848-86726000	SBS100	2	0	1	0	1	0	0	0	0	0	0	0
423	chr14:82724848-86726000	SBS3	2	0	5	0	7	0	0	0	0	0	0	0
424	chr14:86726001-91768321	SBS1	2	0	1	0	0	0	0	0	0	0	0	0
425	chr14:86726001-91768321	SBS3	2	0	17	0	8	0	0	0	0	0	0	0
426	chr14:91768733-93114232	SBS1	2	0	1	0	0	0	0	0	0	0	0	0
427	chr14:91768733-93114232	SBS3	2	0	5	0	0	0	0	0	0	0	0	0
428	chr14:93131138-96391759	SBS3	2	0	21	0	6	0	0	0	0	0	0	0
429	chr14:96391832-102887601	SBS1	2	0	0	0	1	0	0	0	0	0	0	0
430	chr14:96391832-102887601	SBS3	2	0	8	0	6	0	0	0	0	0	0	0
431	chr15:1-18362626	SBS3	2	1	3	0	0	0	0	0	0	0	0	0
432	chr15:18362627-22265521	SBS1	2	1	1	0	0	0	0	0	0	0	0	0
433	chr15:18362627-22265521	SBS3	2	1	18	0	0	0	0	0	0	0	0	0
434	chr15:22266041-23212500	SBS3	2	0	3	0	0	0	0	0	0	0	0	0
435	chr15:23384833-23725000	SBS3	2	1	2	0	0	0	0	0	0	0	0	0
436	chr15:23725001-47012848	SBS1	2	0	13	0	0	0	0	0	0	0	0	0
437	chr15:23725001-47012848	SBS100	2	0	2	0	0	0	0	0	0	0	0	0
438	chr15:23725001-47012848	SBS3	2	0	87	0	9	0	0	0	0	0	0	0
439	chr15:47012849-47018190	SBS3	2	0	1	0	1	0	0	0	0	0	0	0
440	chr15:47018191-48358288	SBS3	2	0	13	0	0	0	0	0	0	0	0	0
441	chr15:48376341-50444190	SBS3	2	0	4	0	0	0	0	0	0	0	0	0
442	chr15:50444354-52023791	SBS3	2	0	5	0	0	0	0	0	0	0	0	0
443	chr15:52023792-54738932	SBS3	2	0	7	0	1	0	0	0	0	0	0	0
444	chr15:54740483-55465618	SBS3	2	0	2	0	0	0	0	0	0	0	0	0
445	chr15:55465619-57264201	SBS1	3	0	1	0	0	0	0	0	0	0	0	0
446	chr15:55465619-57264201	SBS3	3	0	6	0	4	0	0	0	0	0	0	0
447	chr15:57264202-59150852	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
448	chr15:57264202-59150852	SBS3	2	0	10	0	0	0	0	0	0	0	0	0
449	chr15:59151031-74000265	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
450	chr15:59151031-74000265	SBS100	2	0	4	0	0	0	0	0	0	0	0	0
451	chr15:59151031-74000265	SBS3	2	0	44	0	3	0	0	0	0	0	0	0
452	chr15:74000266-75328324	SBS1	3	0	3	0	0	0	0	0	0	0	0	0
453	chr15:74000266-75328324	SBS3	3	0	7	0	2	0	0	0	0	0	0	0
454	chr15:75328325-79060846	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
455	chr15:75328325-79060846	SBS100	2	0	2	0	0	0	0	0	0	0	0	0
456	chr15:75328325-79060846	SBS3	2	0	18	0	0	0	0	0	0	0	0	0
457	chr15:79060886-85529671	SBS1	2	0	1	0	0	0	0	0	0	0	0	0
458	chr15:79060886-85529671	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
459	chr15:79060886-85529671	SBS3	2	0	18	0	1	0	0	0	0	0	0	0
460	chr15:85529672-85561035	SBS3	3	0	1	0	0	0	0	0	0	0	0	0
461	chr15:85561036-94515369	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
462	chr15:85561036-94515369	SBS3	2	0	39	0	2	0	0	0	0	0	0	0
463	chr15:94515410-94974785	SBS3	2	0	1	0	2	0	0	0	0	0	0	0
464	chr15:94974824-98130638	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
465	chr15:94974824-98130638	SBS3	2	0	10	0	1	0	0	0	0	0	0	0
466	chr15:98130830-101991189	SBS3	2	0	12	0	3	0	0	0	0	0	0	0
467	chr16:1-382202	SBS3	2	0	2	0	0	0	0	0	0	0	0	0
468	chr16:10053394-11251646	SBS100	3	1	1	0	1	0	0	0	0	0	0	0
469	chr16:10053394-11251646	SBS3	3	1	8	0	0	1	0	0	0	0	0	0
470	chr16:11251647-11576501	SBS3	2	1	2	0	0	0	0	0	0	0	0	0
471	chr16:11576579-12055044	SBS3	2	1	3	0	0	0	0	0	0	0	0	0
472	chr16:12067980-17393716	SBS1	2	2	2	0	1	0	0	0	0	0	0	0
473	chr16:12067980-17393716	SBS100	2	2	0	0	1	0	0	0	0	0	0	0
474	chr16:12067980-17393716	SBS3	2	2	25	0	3	0	0	0	0	0	0	0
475	chr16:17393738-20637693	SBS1	2	2	1	0	0	0	0	0	0	0	0	0
476	chr16:17393738-20637693	SBS3	2	2	15	0	4	0	0	0	0	0	0	0
477	chr16:20844397-23691827	SBS1	2	2	1	0	0	0	0	0	0	0	0	0
478	chr16:20844397-23691827	SBS100	2	2	2	0	0	0	0	0	0	0	0	0
479	chr16:20844397-23691827	SBS3	2	2	21	0	3	0	0	0	0	0	0	0
480	chr16:23691828-24362230	SBS100	3	2	1	0	0	0	0	0	0	0	0	0
481	chr16:23691828-24362230	SBS3	3	2	6	0	3	0	0	0	0	0	0	0
482	chr16:24429308-24826049	SBS100	2	2	1	0	0	0	0	0	0	0	0	0
483	chr16:24429308-24826049	SBS3	2	2	1	0	0	0	0	0	0	0	0	0
484	chr16:24841206-27023063	SBS1	2	2	1	0	1	0	0	0	0	0	0	0
485	chr16:24841206-27023063	SBS100	2	2	1	0	0	0	0	0	0	0	0	0
486	chr16:24841206-27023063	SBS3	2	2	6	0	0	0	0	0	0	0	0	0
487	chr16:27023064-27603757	SBS3	2	1	1	0	0	0	0	0	0	0	0	0
488	chr16:27603758-27710000	SBS3	6	2	1	0	1	0	0	0	0	0	0	0
489	chr16:27747001-28177724	SBS3	3	2	5	0	1	0	0	0	0	0	0	0
490	chr16:28177725-28180130	SBS3	4	2	0	0	1	0	0	0	0	0	0	0
491	chr16:28196332-28548094	SBS3	5	2	1	0	2	0	0	0	0	0	0	0
492	chr16:28548095-29383000	SBS3	2	1	8	0	0	0	0	0	0	0	0	0
493	chr16:29383001-30002034	SBS3	6	2	3	0	0	0	0	0	0	0	0	0
494	chr16:30002035-30063484	SBS3	5	2	1	0	0	0	0	0	0	0	0	0
495	chr16:30066055-30394954	SBS1	5	2	0	0	1	0	0	0	0	0	0	0
496	chr16:30066055-30394954	SBS3	5	2	2	0	0	0	0	0	0	0	0	0
497	chr16:30400772-30454391	SBS3	4	2	2	0	0	0	0	0	0	0	0	0
498	chr16:30454392-30542814	SBS3	5	2	3	0	0	0	0	0	0	0	0	0
499	chr16:30546643-30583458	SBS3	5	2	1	0	0	0	0	0	0	0	0	0
500	chr16:30583459-30918571	SBS3	2	1	0	0	1	0	0	0	0	0	0	0
501	chr16:30918572-31747080	SBS1	7	2	1	0	2	0	0	0	0	0	0	0
502	chr16:30918572-31747080	SBS3	7	2	6	0	0	1	0	0	0	2	0	0
503	chr16:31747081-34072000	SBS1	2	1	2	0	0	0	0	0	0	0	0	0
504	chr16:31747081-34072000	SBS3	2	1	14	0	1	0	0	0	0	0	0	0
505	chr16:34072001-35074000	SBS1	3	1	2	0	0	0	0	0	0	0	0	0
506	chr16:34072001-35074000	SBS100	3	1	0	0	1	0	0	0	0	0	0	0
507	chr16:34072001-35074000	SBS3	3	1	19	0	3	0	0	0	0	0	0	0
508	chr16:35074001-36126000	SBS100	2	1	2	0	0	0	0	0	0	0	0	0
509	chr16:35074001-36126000	SBS3	2	1	10	0	0	0	0	0	0	0	0	0
510	chr16:36126001-36212510	SBS3	3	1	6	0	0	0	0	0	0	0	0	0
511	chr16:382203-409802	SBS3	3	0	1	0	0	0	0	0	0	0	0	0
512	chr16:409803-6192447	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
513	chr16:409803-6192447	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
514	chr16:409803-6192447	SBS3	2	0	18	0	5	0	0	0	0	0	0	0
515	chr16:6203542-8682518	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
516	chr16:6203542-8682518	SBS3	2	1	36	0	2	0	0	0	0	0	0	0
517	chr16:8682519-10053355	SBS1	3	1	2	0	0	0	0	0	0	0	0	0
518	chr16:8682519-10053355	SBS3	3	1	4	0	2	0	0	0	0	0	0	0
519	chr17:1-2281399	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
520	chr17:12295363-14594348	SBS1	2	0	1	0	0	0	0	0	0	0	0	0
521	chr17:12295363-14594348	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
522	chr17:12295363-14594348	SBS3	2	0	13	0	0	0	0	0	0	0	0	0
523	chr17:14594385-21026108	SBS1	2	0	3	0	0	0	0	0	0	0	0	0
524	chr17:14594385-21026108	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
525	chr17:14594385-21026108	SBS3	2	0	24	0	3	0	0	0	0	0	0	0
526	chr17:21031836-24849829	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
527	chr17:21031836-24849829	SBS100	2	0	3	0	0	0	0	0	0	0	0	0
528	chr17:21031836-24849829	SBS3	2	0	13	0	0	0	0	0	0	0	0	0
529	chr17:2291547-6211405	SBS1	2	0	3	0	0	0	0	0	0	0	0	0
530	chr17:2291547-6211405	SBS100	2	0	4	0	0	0	0	0	0	0	0	0
531	chr17:2291547-6211405	SBS3	2	0	19	0	2	0	0	0	0	0	0	0
532	chr17:24849830-31471739	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
533	chr17:24849830-31471739	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
534	chr17:24849830-31471739	SBS3	2	0	26	0	1	0	0	0	0	0	0	0
535	chr17:31471994-36222000	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
536	chr17:31471994-36222000	SBS3	2	0	31	0	1	0	0	0	0	0	0	0
537	chr17:36222001-36513000	SBS100	1	1	1	0	0	0	0	0	0	0	0	0
538	chr17:36222001-36513000	SBS3	1	1	2	0	0	0	0	0	0	0	0	0
539	chr17:36513001-44238500	SBS1	2	0	4	0	0	0	0	0	0	0	0	0
540	chr17:36513001-44238500	SBS100	2	0	2	0	1	0	0	0	0	0	0	0
541	chr17:36513001-44238500	SBS3	2	0	18	0	3	0	0	0	0	0	0	0
542	chr17:44248086-46200016	SBS1	2	0	1	0	0	0	0	0	0	0	0	0
543	chr17:44248086-46200016	SBS3	2	0	3	0	1	0	0	0	0	0	0	0
544	chr17:46204352-47201924	SBS3	2	0	1	0	0	0	0	0	0	0	0	0
545	chr17:47765001-52844350	SBS1	3	0	3	0	0	0	0	0	0	0	0	0
546	chr17:47765001-52844350	SBS100	3	0	1	0	0	0	0	0	0	0	0	0
547	chr17:47765001-52844350	SBS3	3	0	20	0	3	1	0	0	0	0	0	0
548	chr17:52844351-52919493	SBS3	5	0	0	1	0	0	0	0	0	0	0	0
549	chr17:52954223-53094641	SBS3	7	0	0	0	0	0	1	0	0	0	0	0
550	chr17:53094642-53374140	SBS100	11	0	0	0	0	0	0	0	0	0	1	0
551	chr17:53094642-53374140	SBS3	11	0	2	0	0	0	0	0	0	0	0	0
552	chr17:53374141-53520268	SBS3	12	0	2	0	0	0	0	0	0	0	0	0
553	chr17:53561779-53677367	SBS3	10	0	0	0	1	0	0	0	0	0	0	0
554	chr17:53677406-53861112	SBS3	10	0	1	0	0	0	0	0	0	0	0	0
555	chr17:53861113-54486189	SBS3	6	0	6	0	0	0	0	0	0	0	0	0
556	chr17:54499433-54925313	SBS1	6	0	1	0	0	0	0	0	0	0	0	0
557	chr17:54499433-54925313	SBS3	6	0	2	1	1	0	0	0	1	0	0	0
558	chr17:54925314-55536269	SBS100	5	0	1	0	0	0	0	0	0	0	0	0
559	chr17:54925314-55536269	SBS3	5	0	6	0	1	0	0	0	0	0	0	0
560	chr17:55604682-56070433	SBS3	5	0	5	0	0	1	0	0	0	0	0	0
561	chr17:56070434-56072030	SBS3	4	0	1	0	0	0	0	0	0	0	0	0
562	chr17:56072031-56074132	SBS3	3	0	1	0	0	0	0	0	0	0	0	0
563	chr17:56100294-56393267	SBS3	3	0	3	0	0	0	0	0	0	0	0	0
564	chr17:56394912-58744552	SBS1	5	0	3	0	0	0	0	0	0	0	0	0
565	chr17:56394912-58744552	SBS3	5	0	11	0	1	1	0	0	1	0	0	0
566	chr17:58744553-58750331	SBS100	3	0	2	0	0	0	0	0	0	0	0	0
567	chr17:58744553-58750331	SBS3	3	0	0	0	0	1	0	0	0	0	0	0
568	chr17:58782468-58798998	SBS3	4	0	1	0	0	0	0	0	0	0	0	0
569	chr17:58803245-60852606	SBS1	3	0	1	0	0	0	0	0	0	0	0	0
570	chr17:58803245-60852606	SBS100	3	0	1	0	0	0	0	0	0	0	0	0
571	chr17:58803245-60852606	SBS3	3	0	5	0	0	1	0	0	0	0	0	0
572	chr17:60855430-62714209	SBS3	3	0	6	0	0	0	0	0	0	0	0	0
573	chr17:6211515-12295236	SBS1	2	0	3	0	1	0	0	0	0	0	0	0
574	chr17:6211515-12295236	SBS100	2	0	1	0	1	0	0	0	0	0	0	0
575	chr17:6211515-12295236	SBS3	2	0	22	0	1	0	0	0	0	0	0	0
576	chr17:62714210-62739522	SBS3	4	0	2	0	0	0	0	0	0	0	0	0
577	chr17:62739523-68014819	SBS1	3	0	1	0	0	0	0	0	0	0	0	0
578	chr17:62739523-68014819	SBS3	3	0	21	0	1	0	0	0	0	0	0	0
579	chr17:68014820-68417429	SBS100	4	0	1	0	0	0	0	0	0	0	0	0
580	chr17:68014820-68417429	SBS3	4	0	3	0	2	1	0	0	0	0	0	0
581	chr17:68417430-68494698	SBS3	5	0	0	0	1	1	0	0	0	0	0	0
582	chr17:68494699-73201700	SBS1	3	0	1	0	0	0	0	0	0	0	0	0
583	chr17:68494699-73201700	SBS100	3	0	1	0	0	0	0	0	0	0	0	0
584	chr17:68494699-73201700	SBS3	3	0	20	0	0	2	0	0	0	0	0	0
585	chr17:73213048-77788399	SBS1	3	0	3	0	0	2	0	0	0	0	0	0
586	chr17:73213048-77788399	SBS100	3	0	2	0	0	0	0	0	0	0	0	0
587	chr17:73213048-77788399	SBS3	3	0	26	0	0	2	0	0	0	0	0	0
588	chr17:77789201-78420903	SBS3	3	0	4	0	0	0	0	0	0	0	0	0
589	chr17:78420904-79145483	SBS1	4	0	1	0	1	0	0	0	0	0	0	0
590	chr17:78420904-79145483	SBS3	4	0	3	1	0	0	0	0	0	0	0	0
591	chr17:79162003-80446556	SBS100	4	0	1	0	0	0	0	0	0	0	0	0
592	chr17:79162003-80446556	SBS3	4	0	4	0	1	0	0	0	0	0	0	0
593	chr17:80446599-80981333	SBS3	4	0	1	0	0	0	0	0	0	0	0	0
594	chr17:80981420-83257441	SBS1	4	0	0	1	0	0	0	0	0	0	0	0
595	chr17:80981420-83257441	SBS3	4	0	8	1	2	0	0	0	0	0	0	0
596	chr18:1-2134728	SBS3	2	1	7	0	2	0	0	0	0	0	0	0
597	chr18:11219271-12150630	SBS3	2	2	6	0	2	0	0	0	0	0	0	0
598	chr18:12150665-12604689	SBS3	2	1	8	0	1	0	0	0	0	0	0	0
599	chr18:12604690-12610000	SBS3	2	0	2	0	0	0	0	0	0	0	0	0
600	chr18:12610001-12972147	SBS3	2	2	1	0	0	0	0	0	0	0	0	0
601	chr18:12972148-18161052	SBS100	2	1	2	0	0	0	0	0	0	0	0	0
602	chr18:12972148-18161052	SBS3	2	1	36	0	2	0	0	0	0	0	0	0
603	chr18:18161053-21356953	SBS3	2	2	11	0	0	0	0	0	0	0	0	0
604	chr18:2134768-2423094	SBS1	2	1	1	0	0	0	0	0	0	0	0	0
605	chr18:2134768-2423094	SBS3	2	1	4	0	1	0	0	0	0	0	0	0
606	chr18:21387370-21388363	SBS3	2	2	1	0	0	0	0	0	0	0	0	0
607	chr18:21388364-21523806	SBS3	7	2	0	0	1	0	0	0	0	0	0	0
608	chr18:21523807-21845962	SBS3	6	2	1	0	0	0	0	0	0	0	0	0
609	chr18:21845963-22452874	SBS100	4	2	1	0	0	0	0	0	0	0	0	0
610	chr18:21845963-22452874	SBS3	4	2	5	0	0	0	0	0	0	0	0	0
611	chr18:22673011-23322975	SBS1	8	2	1	0	0	0	0	0	0	0	0	0
612	chr18:22673011-23322975	SBS3	8	2	5	0	1	0	0	0	0	0	0	0
613	chr18:23342605-23531334	SBS3	11	2	2	0	0	0	0	0	0	0	0	0
614	chr18:23531335-23551362	SBS3	12	2	1	0	0	0	0	0	0	0	0	0
615	chr18:23557775-23888953	SBS3	10	2	4	0	0	0	0	0	0	0	0	0
616	chr18:23888954-24044564	SBS3	7	2	2	0	0	0	0	0	0	0	0	0
617	chr18:24181557-24183721	SBS3	9	1	1	0	0	0	0	0	0	0	0	0
618	chr18:24183722-24448718	SBS100	8	2	0	0	1	0	0	0	0	0	0	0
619	chr18:24183722-24448718	SBS3	8	2	1	0	0	0	0	0	1	0	0	0
620	chr18:2423255-9344285	SBS1	2	1	3	0	1	0	0	0	0	0	0	0
621	chr18:2423255-9344285	SBS100	2	1	6	0	0	0	0	0	0	0	0	0
622	chr18:2423255-9344285	SBS3	2	1	26	0	4	0	0	0	0	0	0	0
623	chr18:24448760-24823476	SBS100	7	2	0	0	1	0	0	0	0	0	0	0
624	chr18:24448760-24823476	SBS3	7	2	5	0	1	0	0	0	1	0	0	0
625	chr18:24823609-27720466	SBS1	8	2	1	0	1	0	0	0	0	0	0	0
626	chr18:24823609-27720466	SBS3	8	2	21	1	9	1	3	0	0	0	0	2
627	chr18:27720524-27723966	SBS3	8	2	0	0	1	0	0	0	0	0	0	0
628	chr18:27723967-28562818	SBS3	5	2	4	0	1	0	0	0	1	0	0	0
629	chr18:28605447-28930995	SBS3	7	2	1	0	0	0	0	0	1	0	0	0
630	chr18:28937988-29214616	SBS100	9	2	0	0	2	0	0	0	0	0	0	0
631	chr18:28937988-29214616	SBS3	9	2	2	0	1	0	0	0	0	0	0	0
632	chr18:29221411-29258672	SBS3	4	2	1	0	0	0	0	0	0	0	0	0
633	chr18:29264351-29997673	SBS100	4	2	1	0	0	0	0	0	0	0	0	0
634	chr18:29264351-29997673	SBS3	4	2	4	0	3	0	0	0	0	0	0	0
635	chr18:29997674-30212835	SBS3	2	1	1	0	0	0	0	0	0	0	0	0
636	chr18:30212836-30348189	SBS1	4	2	1	0	0	0	0	0	0	0	0	0
637	chr18:30212836-30348189	SBS100	4	2	1	0	0	0	0	0	0	0	0	0
638	chr18:30212836-30348189	SBS3	4	2	2	0	0	0	0	0	0	0	0	0
639	chr18:30348190-30720479	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
640	chr18:30348190-30720479	SBS3	2	1	0	0	1	0	0	0	0	0	0	0
641	chr18:30720480-32501674	SBS100	4	2	0	1	0	0	0	0	0	0	0	0
642	chr18:30720480-32501674	SBS3	4	2	6	0	1	0	0	0	0	0	0	0
643	chr18:32510135-33302495	SBS3	2	0	7	0	0	0	0	0	0	0	0	0
644	chr18:33361482-33746070	SBS3	2	2	1	0	1	0	0	0	0	0	0	0
645	chr18:33746071-35383405	SBS100	3	2	2	0	0	0	0	0	0	0	0	0
646	chr18:33746071-35383405	SBS3	3	2	2	0	0	1	0	0	0	0	0	0
