	segment_id	sig_max	major_cn	minor_cn	N1	N2	N5	N3	N4
423	chr15:101314001-101991189	SBS8	2	1	1	0	0	0	0
424	chr15:18362627-24015330	SBS1	1	1	1	0	0	0	0
425	chr15:18362627-24015330	SBS3	1	1	10	0	0	0	0
426	chr15:18362627-24015330	SBS5	1	1	13	0	0	0	0
427	chr15:24015364-26858602	SBS1	1	1	1	0	0	0	0
428	chr15:24015364-26858602	SBS100	1	1	2	0	0	0	0
429	chr15:24015364-26858602	SBS3	1	1	8	0	0	0	0
430	chr15:24015364-26858602	SBS5	1	1	8	0	0	0	0
431	chr15:24015364-26858602	SBS8	1	1	4	0	0	0	0
432	chr15:26859246-28791000	SBS1	1	1	2	0	0	0	0
433	chr15:26859246-28791000	SBS3	1	1	3	0	0	0	0
434	chr15:26859246-28791000	SBS5	1	1	3	0	0	0	0
435	chr15:28791001-44187822	SBS1	1	0	2	0	0	0	0
436	chr15:28791001-44187822	SBS3	1	0	15	0	0	0	0
437	chr15:28791001-44187822	SBS5	1	0	8	0	0	0	0
438	chr15:28791001-44187822	SBS8	1	0	7	0	0	0	0
439	chr15:44187860-73037120	SBS1	1	0	6	0	0	0	0
440	chr15:44187860-73037120	SBS100	1	0	1	0	0	0	0
441	chr15:44187860-73037120	SBS3	1	0	35	0	0	0	0
442	chr15:44187860-73037120	SBS5	1	0	23	0	0	0	0
443	chr15:44187860-73037120	SBS8	1	0	7	0	0	0	0
444	chr15:73049296-76943404	SBS1	1	0	1	0	0	0	0
445	chr15:73049296-76943404	SBS3	1	0	7	0	0	0	0
446	chr15:73049296-76943404	SBS5	1	0	4	0	0	0	0
447	chr15:73049296-76943404	SBS8	1	0	1	0	0	0	0
448	chr15:77084066-77144855	SBS3	2	0	1	0	0	0	0
449	chr15:77424254-78044145	SBS3	2	0	1	1	0	0	0
450	chr15:78050849-80274065	SBS1	2	0	1	0	0	0	0
451	chr15:78050849-80274065	SBS3	2	0	4	0	0	0	0
452	chr15:78050849-80274065	SBS5	2	0	1	1	0	0	0
453	chr15:80274100-84351500	SBS100	2	0	1	0	0	0	0
454	chr15:80274100-84351500	SBS3	2	0	3	3	0	0	0
455	chr15:80274100-84351500	SBS5	2	0	1	1	0	0	0
456	chr15:80274100-84351500	SBS8	2	0	0	1	0	0	0
457	chr15:84743001-85147110	SBS3	2	0	1	1	0	0	0
458	chr15:84743001-85147110	SBS8	2	0	1	0	0	0	0
459	chr15:85147111-91403915	SBS1	2	0	0	1	0	0	0
460	chr15:85147111-91403915	SBS100	2	0	1	0	0	0	0
461	chr15:85147111-91403915	SBS3	2	0	6	2	0	0	0
462	chr15:85147111-91403915	SBS5	2	0	6	1	0	0	0
463	chr15:85147111-91403915	SBS8	2	0	1	0	0	0	0
464	chr15:91403966-93062159	SBS1	2	0	1	0	0	0	0
465	chr15:91403966-93062159	SBS3	2	0	3	0	0	0	0
466	chr15:91403966-93062159	SBS5	2	0	1	0	0	0	0
467	chr15:91403966-93062159	SBS8	2	0	1	0	0	0	0
468	chr15:93062160-98086437	SBS1	1	0	1	0	0	0	0
469	chr15:93062160-98086437	SBS3	1	0	6	0	0	0	0
470	chr15:93062160-98086437	SBS5	1	0	3	0	0	0	0
471	chr15:93062160-98086437	SBS8	1	0	2	0	0	0	0
472	chr15:98086438-99819364	SBS3	2	0	2	0	0	0	0
473	chr15:98086438-99819364	SBS5	2	0	4	0	0	0	0
474	chr15:99823567-100864031	SBS3	3	0	1	1	0	0	0
475	chr15:99823567-100864031	SBS8	3	0	1	0	0	0	0
476	chr16:1-62835	SBS3	2	1	3	0	0	0	0
477	chr16:1-62835	SBS5	2	1	1	0	0	0	0
478	chr16:13506848-13630662	SBS8	2	1	0	2	0	0	0
479	chr16:13632895-14965000	SBS1	2	1	1	0	0	0	0
480	chr16:13632895-14965000	SBS3	2	1	0	1	0	0	0
481	chr16:13632895-14965000	SBS5	2	1	1	0	0	0	0
482	chr16:13632895-14965000	SBS8	2	1	1	1	0	0	0
483	chr16:14965001-15366814	SBS1	1	1	1	0	0	0	0
484	chr16:14965001-15366814	SBS3	1	1	1	0	0	0	0
485	chr16:14965001-15366814	SBS5	1	1	2	0	0	0	0
486	chr16:15366855-19114459	SBS1	1	1	3	0	0	0	0
487	chr16:15366855-19114459	SBS100	1	1	1	0	0	0	0
488	chr16:15366855-19114459	SBS3	1	1	13	0	0	0	0
489	chr16:15366855-19114459	SBS5	1	1	5	0	0	0	0
490	chr16:15366855-19114459	SBS8	1	1	2	0	0	0	0
491	chr16:19126971-19885874	SBS3	1	1	1	0	0	0	0
492	chr16:19126971-19885874	SBS5	1	1	1	0	0	0	0
493	chr16:19885997-23759592	SBS3	1	1	10	0	0	0	0
494	chr16:19885997-23759592	SBS5	1	1	3	0	0	0	0
495	chr16:19885997-23759592	SBS8	1	1	4	0	0	0	0
496	chr16:23766908-27451320	SBS1	1	1	1	0	0	0	0
497	chr16:23766908-27451320	SBS3	1	1	4	0	0	0	0
498	chr16:23766908-27451320	SBS5	1	1	6	0	0	0	0
499	chr16:23766908-27451320	SBS8	1	1	5	0	0	0	0
500	chr16:27451358-27981460	SBS100	1	1	2	0	0	0	0
501	chr16:27451358-27981460	SBS5	1	1	1	0	0	0	0
502	chr16:27983736-30853094	SBS100	1	1	1	0	0	0	0
503	chr16:27983736-30853094	SBS3	1	1	1	0	0	0	0
504	chr16:30862230-37295919	SBS1	1	1	6	0	0	0	0
505	chr16:30862230-37295919	SBS100	1	1	1	0	0	0	0
506	chr16:30862230-37295919	SBS3	1	1	21	0	0	0	0
507	chr16:30862230-37295919	SBS5	1	1	9	0	0	0	0
508	chr16:30862230-37295919	SBS8	1	1	9	0	0	0	0
509	chr16:7605533-7605595	SBS8	1	1	1	0	0	0	0
510	chr16:7605596-13503877	SBS1	2	1	0	1	0	0	0
511	chr16:7605596-13503877	SBS100	2	1	1	0	0	0	0
512	chr16:7605596-13503877	SBS3	2	1	10	5	0	0	0
513	chr16:7605596-13503877	SBS5	2	1	6	6	0	0	0
514	chr16:7605596-13503877	SBS8	2	1	1	0	0	0	0
515	chr16:94732-7605532	SBS1	2	1	6	2	0	0	0
516	chr16:94732-7605532	SBS3	2	1	7	6	0	0	0
517	chr16:94732-7605532	SBS5	2	1	15	1	0	0	0
518	chr16:94732-7605532	SBS8	2	1	3	0	0	0	0
519	chr17:1-990114	SBS3	1	0	1	0	0	0	0
520	chr17:1-990114	SBS5	1	0	1	0	0	0	0
521	chr17:24849830-44127453	SBS1	1	0	2	0	0	0	0
522	chr17:24849830-44127453	SBS3	1	0	30	0	0	0	0
523	chr17:24849830-44127453	SBS5	1	0	10	0	0	0	0
524	chr17:24849830-44127453	SBS8	1	0	5	0	0	0	0
525	chr17:44154530-44411304	SBS8	1	0	1	0	0	0	0
526	chr17:44411381-53396797	SBS1	1	0	2	0	0	0	0
527	chr17:44411381-53396797	SBS3	1	0	8	0	0	0	0
528	chr17:44411381-53396797	SBS5	1	0	9	0	0	0	0
529	chr17:44411381-53396797	SBS8	1	0	3	0	0	0	0
530	chr17:53396813-56636550	SBS3	1	0	3	0	0	0	0
531	chr17:53396813-56636550	SBS5	1	0	7	0	0	0	0
532	chr17:56636587-61968946	SBS1	1	0	2	0	0	0	0
533	chr17:56636587-61968946	SBS3	1	0	7	0	0	0	0
534	chr17:56636587-61968946	SBS5	1	0	4	0	0	0	0
535	chr17:56636587-61968946	SBS8	1	0	1	0	0	0	0
536	chr17:61968947-63109975	SBS1	2	0	1	0	0	0	0
537	chr17:61968947-63109975	SBS3	2	0	2	0	0	0	0
538	chr17:61968947-63109975	SBS5	2	0	1	0	0	0	0
539	chr17:63113138-64914725	SBS3	2	0	2	1	0	0	0
540	chr17:63113138-64914725	SBS5	2	0	2	0	0	0	0
541	chr17:64914726-64929389	SBS100	5	0	1	0	0	0	0
542	chr17:65068958-72660622	SBS1	2	0	0	1	0	0	0
543	chr17:65068958-72660622	SBS100	2	0	1	0	0	0	0
544	chr17:65068958-72660622	SBS3	2	0	6	0	0	0	0
545	chr17:65068958-72660622	SBS5	2	0	4	3	0	0	0
546	chr17:6990592-24849829	SBS1	1	0	2	0	0	0	0
547	chr17:6990592-24849829	SBS100	1	0	1	0	0	0	0
548	chr17:6990592-24849829	SBS3	1	0	25	0	0	0	0
549	chr17:6990592-24849829	SBS5	1	0	12	0	0	0	0
550	chr17:6990592-24849829	SBS8	1	0	9	0	0	0	0
551	chr17:72662476-75683919	SBS1	2	0	0	1	0	0	0
552	chr17:72662476-75683919	SBS3	2	0	6	2	0	0	0
553	chr17:72662476-75683919	SBS5	2	0	1	0	0	0	0
554	chr17:72662476-75683919	SBS8	2	0	1	1	0	0	0
555	chr17:75689882-76332566	SBS3	2	0	1	0	0	0	0
556	chr17:76338499-83257441	SBS1	1	0	4	0	0	0	0
557	chr17:76338499-83257441	SBS3	1	0	8	0	0	0	0
558	chr17:76338499-83257441	SBS5	1	0	6	0	0	0	0
559	chr17:76338499-83257441	SBS8	1	0	1	0	0	0	0
560	chr17:992193-6986819	SBS1	1	0	3	0	0	0	0
561	chr17:992193-6986819	SBS3	1	0	8	0	0	0	0
562	chr17:992193-6986819	SBS5	1	0	6	0	0	0	0
563	chr17:992193-6986819	SBS8	1	0	1	0	0	0	0
564	chr18:1-3024541	SBS1	1	1	1	0	0	0	0
565	chr18:1-3024541	SBS100	1	1	1	0	0	0	0
566	chr18:1-3024541	SBS3	1	1	6	0	0	0	0
567	chr18:1-3024541	SBS5	1	1	6	0	0	0	0
568	chr18:18161053-43662205	SBS1	1	1	6	0	0	0	0
569	chr18:18161053-43662205	SBS100	1	1	1	0	0	0	0
570	chr18:18161053-43662205	SBS3	1	1	39	0	0	0	0
571	chr18:18161053-43662205	SBS5	1	1	28	0	0	0	0
572	chr18:18161053-43662205	SBS8	1	1	19	0	0	0	0
573	chr18:3024542-8992072	SBS1	1	0	2	0	0	0	0
574	chr18:3024542-8992072	SBS3	1	0	5	0	0	0	0
575	chr18:3024542-8992072	SBS5	1	0	2	0	0	0	0
576	chr18:3024542-8992072	SBS8	1	0	3	0	0	0	0
577	chr18:43662431-45169989	SBS3	1	1	1	0	0	0	0
578	chr18:43662431-45169989	SBS5	1	1	2	0	0	0	0
579	chr18:43662431-45169989	SBS8	1	1	4	0	0	0	0
580	chr18:45170049-49060089	SBS3	1	1	7	0	0	0	0
581	chr18:45170049-49060089	SBS5	1	1	7	0	0	0	0
582	chr18:45170049-49060089	SBS8	1	1	2	0	0	0	0
583	chr18:49076767-63008718	SBS1	1	1	2	0	0	0	0
584	chr18:49076767-63008718	SBS3	1	1	30	0	0	0	0
585	chr18:49076767-63008718	SBS5	1	1	21	0	0	0	0
586	chr18:49076767-63008718	SBS8	1	1	5	0	0	0	0
587	chr18:63063680-67709862	SBS3	1	1	10	0	0	0	0
588	chr18:63063680-67709862	SBS5	1	1	7	0	0	0	0
589	chr18:63063680-67709862	SBS8	1	1	3	0	0	0	0
590	chr18:67709863-67710264	SBS3	1	0	3	0	0	0	0
591	chr18:67710265-80373285	SBS1	1	1	9	0	0	0	0
592	chr18:67710265-80373285	SBS3	1	1	24	0	0	0	0
593	chr18:67710265-80373285	SBS5	1	1	13	0	0	0	0
594	chr18:67710265-80373285	SBS8	1	1	17	0	0	0	0
595	chr18:8993038-18161052	SBS3	1	0	18	0	0	0	0
596	chr18:8993038-18161052	SBS5	1	0	12	0	0	0	0
597	chr18:8993038-18161052	SBS8	1	0	2	0	0	0	0
598	chr19:1-2794806	SBS1	1	0	1	0	0	0	0
599	chr19:1-2794806	SBS100	1	0	1	0	0	0	0
600	chr19:1-2794806	SBS3	1	0	5	0	0	0	0
601	chr19:1-2794806	SBS5	1	0	2	0	0	0	0
602	chr19:10804769-16077660	SBS1	1	1	1	0	0	0	0
603	chr19:10804769-16077660	SBS100	1	1	1	0	0	0	0
604	chr19:10804769-16077660	SBS3	1	1	9	0	0	0	0
605	chr19:10804769-16077660	SBS5	1	1	7	0	0	0	0
606	chr19:16109372-17943042	SBS3	1	1	4	0	0	0	0
607	chr19:16109372-17943042	SBS5	1	1	2	0	0	0	0
608	chr19:17974361-23649696	SBS1	1	1	3	0	0	0	0
609	chr19:17974361-23649696	SBS3	1	1	20	0	0	0	0
610	chr19:17974361-23649696	SBS5	1	1	10	0	0	0	0
611	chr19:17974361-23649696	SBS8	1	1	5	0	0	0	0
612	chr19:23650650-25844926	SBS100	1	1	1	0	0	0	0
613	chr19:23650650-25844926	SBS3	1	1	2	0	0	0	0
614	chr19:23650650-25844926	SBS5	1	1	5	0	0	0	0
615	chr19:23650650-25844926	SBS8	1	1	1	0	0	0	0
616	chr19:25844927-27620000	SBS100	1	1	1	0	0	0	0
617	chr19:25844927-27620000	SBS3	1	1	9	0	0	0	0
618	chr19:25844927-27620000	SBS5	1	1	3	0	0	0	0
619	chr19:25844927-27620000	SBS8	1	1	3	0	0	0	0
620	chr19:27620001-35067504	SBS1	1	1	2	0	0	0	0
621	chr19:27620001-35067504	SBS3	1	1	22	0	0	0	0
622	chr19:27620001-35067504	SBS5	1	1	14	0	0	0	0
623	chr19:27620001-35067504	SBS8	1	1	8	0	0	0	0
624	chr19:2804158-9586544	SBS1	1	0	1	0	0	0	0
625	chr19:2804158-9586544	SBS100	1	0	1	0	0	0	0
626	chr19:2804158-9586544	SBS3	1	0	10	0	0	0	0
627	chr19:2804158-9586544	SBS5	1	0	7	0	0	0	0
628	chr19:35071432-38228192	SBS1	1	1	2	0	0	0	0
629	chr19:35071432-38228192	SBS3	1	1	8	0	0	0	0
630	chr19:35071432-38228192	SBS5	1	1	6	0	0	0	0
631	chr19:35071432-38228192	SBS8	1	1	2	0	0	0	0
632	chr19:38230285-40645674	SBS1	1	1	1	0	0	0	0
633	chr19:38230285-40645674	SBS100	1	1	2	0	0	0	0
634	chr19:38230285-40645674	SBS3	1	1	3	0	0	0	0
635	chr19:38230285-40645674	SBS5	1	1	3	0	0	0	0
636	chr19:40645707-42603144	SBS1	1	1	2	0	0	0	0
637	chr19:40645707-42603144	SBS100	1	1	1	0	0	0	0
638	chr19:40645707-42603144	SBS3	1	1	13	0	0	0	0
639	chr19:40645707-42603144	SBS5	1	1	3	0	0	0	0
640	chr19:40645707-42603144	SBS8	1	1	1	0	0	0	0
641	chr19:42607667-43759130	SBS3	1	1	14	0	0	0	0
642	chr19:42607667-43759130	SBS5	1	1	7	0	0	0	0
643	chr19:42607667-43759130	SBS8	1	1	1	0	0	0	0
644	chr19:43860303-45580181	SBS1	1	1	1	0	0	0	0
645	chr19:43860303-45580181	SBS100	1	1	1	0	0	0	0
646	chr19:43860303-45580181	SBS3	1	1	2	0	0	0	0
647	chr19:43860303-45580181	SBS5	1	1	1	0	0	0	0
648	chr19:45585080-48251488	SBS1	1	1	1	0	0	0	0
649	chr19:45585080-48251488	SBS100	1	1	1	0	0	0	0
650	chr19:45585080-48251488	SBS3	1	1	3	0	0	0	0
651	chr19:45585080-48251488	SBS5	1	1	4	0	0	0	0
652	chr19:45585080-48251488	SBS8	1	1	3	0	0	0	0
653	chr19:48251489-49480588	SBS3	2	1	4	1	0	0	0
654	chr19:48251489-49480588	SBS5	2	1	1	0	0	0	0
655	chr19:49481406-54031595	SBS1	2	1	2	1	0	0	0
656	chr19:49481406-54031595	SBS100	2	1	1	0	0	0	0
657	chr19:49481406-54031595	SBS3	2	1	13	2	0	0	0
658	chr19:49481406-54031595	SBS5	2	1	6	3	0	0	0
659	chr19:49481406-54031595	SBS8	2	1	2	0	0	0	0
660	chr19:54038185-55981033	SBS1	2	1	6	1	0	0	0
661	chr19:54038185-55981033	SBS100	2	1	1	1	0	0	0
662	chr19:54038185-55981033	SBS3	2	1	17	1	0	0	0
663	chr19:54038185-55981033	SBS5	2	1	18	0	0	0	0
664	chr19:54038185-55981033	SBS8	2	1	4	0	0	0	0
665	chr19:55983274-58617616	SBS3	2	1	7	2	0	0	0
666	chr19:55983274-58617616	SBS5	2	1	5	4	0	0	0
667	chr19:55983274-58617616	SBS8	2	1	1	0	0	0	0
668	chr19:9586545-10804248	SBS100	1	1	1	0	0	0	0
669	chr19:9586545-10804248	SBS3	1	1	1	0	0	0	0
670	chr19:9586545-10804248	SBS5	1	1	1	0	0	0	0
671	chr1:110648369-116267799	SBS1	1	1	1	0	0	0	0
672	chr1:110648369-116267799	SBS3	1	1	4	0	0	0	0
673	chr1:110648369-116267799	SBS5	1	1	2	0	0	0	0
674	chr1:110648369-116267799	SBS8	1	1	5	0	0	0	0
675	chr1:116276633-123605522	SBS3	1	1	5	0	0	0	0
676	chr1:116276633-123605522	SBS5	1	1	5	0	0	0	0
677	chr1:116276633-123605522	SBS8	1	1	4	0	0	0	0
678	chr1:123605523-146473000	SBS1	2	2	4	0	0	0	0
679	chr1:123605523-146473000	SBS100	2	2	1	0	0	0	0
680	chr1:123605523-146473000	SBS3	2	2	13	1	0	0	0
681	chr1:123605523-146473000	SBS5	2	2	11	0	0	0	0
682	chr1:123605523-146473000	SBS8	2	2	4	1	0	0	0
683	chr1:146473001-154908552	SBS1	2	1	4	0	0	0	0
684	chr1:146473001-154908552	SBS3	2	1	9	2	0	0	0
685	chr1:146473001-154908552	SBS5	2	1	14	2	0	0	0
686	chr1:146473001-154908552	SBS8	2	1	5	0	0	0	0
687	chr1:154910049-158423773	SBS1	2	1	4	0	0	0	0
688	chr1:154910049-158423773	SBS3	2	1	6	3	0	0	0
689	chr1:154910049-158423773	SBS5	2	1	12	2	0	0	0
690	chr1:154910049-158423773	SBS8	2	1	3	0	0	0	0
691	chr1:158425726-158615276	SBS3	2	1	2	0	0	0	0
692	chr1:158615277-158615684	SBS3	1	1	1	0	0	0	0
693	chr1:158615685-158899526	SBS3	2	1	2	0	0	0	0
694	chr1:158615685-158899526	SBS5	2	1	1	0	0	0	0
695	chr1:158899580-159458825	SBS3	2	1	2	0	0	0	0
696	chr1:159458826-164548246	SBS1	1	1	2	0	0	0	0
697	chr1:159458826-164548246	SBS3	1	1	9	0	0	0	0
698	chr1:159458826-164548246	SBS5	1	1	8	0	0	0	0
699	chr1:159458826-164548246	SBS8	1	1	2	0	0	0	0
700	chr1:164548751-173294758	SBS1	1	1	2	0	0	0	0
701	chr1:164548751-173294758	SBS3	1	1	20	0	0	0	0
702	chr1:164548751-173294758	SBS5	1	1	10	0	0	0	0
703	chr1:164548751-173294758	SBS8	1	1	1	0	0	0	0
704	chr1:173294759-174192207	SBS1	2	1	1	0	0	0	0
705	chr1:173294759-174192207	SBS5	2	1	1	1	0	0	0
706	chr1:174192208-175579673	SBS3	1	1	3	0	0	0	0
707	chr1:174192208-175579673	SBS5	1	1	1	0	0	0	0
708	chr1:175584958-181088665	SBS1	1	1	3	0	0	0	0
709	chr1:175584958-181088665	SBS3	1	1	12	0	0	0	0
710	chr1:175584958-181088665	SBS5	1	1	6	0	0	0	0
711	chr1:175584958-181088665	SBS8	1	1	4	0	0	0	0
712	chr1:181088700-185823489	SBS1	1	1	1	0	0	0	0
713	chr1:181088700-185823489	SBS3	1	1	8	0	0	0	0
714	chr1:181088700-185823489	SBS5	1	1	9	0	0	0	0
715	chr1:181088700-185823489	SBS8	1	1	1	0	0	0	0
716	chr1:185823535-187636095	SBS3	1	1	4	0	0	0	0
717	chr1:185823535-187636095	SBS5	1	1	2	0	0	0	0
718	chr1:185823535-187636095	SBS8	1	1	5	0	0	0	0
719	chr1:187636675-190630177	SBS1	1	1	1	0	0	0	0
720	chr1:187636675-190630177	SBS100	1	1	1	0	0	0	0
721	chr1:187636675-190630177	SBS3	1	1	9	0	0	0	0
722	chr1:187636675-190630177	SBS5	1	1	1	0	0	0	0
723	chr1:187636675-190630177	SBS8	1	1	2	0	0	0	0
724	chr1:190630195-193992681	SBS1	1	1	1	0	0	0	0
725	chr1:190630195-193992681	SBS3	1	1	11	0	0	0	0
726	chr1:190630195-193992681	SBS5	1	1	4	0	0	0	0
727	chr1:190630195-193992681	SBS8	1	1	1	0	0	0	0
728	chr1:193994252-204506596	SBS1	1	1	4	0	0	0	0
729	chr1:193994252-204506596	SBS3	1	1	10	0	0	0	0
730	chr1:193994252-204506596	SBS5	1	1	9	0	0	0	0
731	chr1:193994252-204506596	SBS8	1	1	7	0	0	0	0
732	chr1:204506597-204861316	SBS3	2	1	1	1	0	0	0
733	chr1:204506597-204861316	SBS5	2	1	1	0	0	0	0
734	chr1:204861317-211731286	SBS1	1	1	3	0	0	0	0
735	chr1:204861317-211731286	SBS3	1	1	7	0	0	0	0
736	chr1:204861317-211731286	SBS5	1	1	6	0	0	0	0
737	chr1:204861317-211731286	SBS8	1	1	1	0	0	0	0
738	chr1:211731319-213283089	SBS1	1	1	1	0	0	0	0
739	chr1:211731319-213283089	SBS3	1	1	3	0	0	0	0
740	chr1:211731319-213283089	SBS5	1	1	2	0	0	0	0
741	chr1:213283090-214293871	SBS3	2	1	2	1	0	0	0
742	chr1:213283090-214293871	SBS5	2	1	1	0	0	0	0
743	chr1:214293872-215055432	SBS100	2	0	1	0	0	0	0
744	chr1:214293872-215055432	SBS5	2	0	0	1	0	0	0
745	chr1:214293872-215055432	SBS8	2	0	0	1	0	0	0
746	chr1:215055433-219188872	SBS3	2	1	7	4	0	0	0
747	chr1:215055433-219188872	SBS5	2	1	6	0	0	0	0
748	chr1:215055433-219188872	SBS8	2	1	2	1	0	0	0
749	chr1:219188873-219213532	SBS3	3	1	0	1	0	0	0
750	chr1:219188873-219213532	SBS8	3	1	0	1	0	0	0
751	chr1:219213533-223011922	SBS3	2	1	6	4	0	0	0
752	chr1:219213533-223011922	SBS5	2	1	4	1	0	0	0
753	chr1:223155694-225433856	SBS3	2	1	1	0	0	0	0
754	chr1:223155694-225433856	SBS5	2	1	1	0	0	0	0
755	chr1:225436846-227686206	SBS3	2	1	5	1	0	0	0
756	chr1:225436846-227686206	SBS5	2	1	3	2	0	0	0
757	chr1:225436846-227686206	SBS8	2	1	2	0	0	0	0
758	chr1:227686242-229342347	SBS1	2	1	2	0	0	0	0
759	chr1:227686242-229342347	SBS3	2	1	2	0	0	0	0
760	chr1:227686242-229342347	SBS5	2	1	3	0	0	0	0
761	chr1:227686242-229342347	SBS8	2	1	1	0	0	0	0
762	chr1:229342348-243454375	SBS1	2	2	3	3	0	0	0
763	chr1:229342348-243454375	SBS100	2	2	1	0	0	0	0
764	chr1:229342348-243454375	SBS3	2	2	15	25	0	0	0
765	chr1:229342348-243454375	SBS5	2	2	12	14	0	0	0
766	chr1:229342348-243454375	SBS8	2	2	4	4	0	0	0
767	chr1:243460631-244242426	SBS1	2	2	0	1	0	0	0
768	chr1:243460631-244242426	SBS3	2	2	0	4	0	0	0
769	chr1:243460631-244242426	SBS5	2	2	1	0	0	0	0
770	chr1:243460631-244242426	SBS8	2	2	1	0	0	0	0
771	chr1:244243353-246596566	SBS3	2	2	0	2	0	0	0
772	chr1:244243353-246596566	SBS5	2	2	1	3	0	0	0
773	chr1:244243353-246596566	SBS8	2	2	1	1	0	0	0
774	chr1:246624342-248956422	SBS1	2	2	1	0	0	0	0
775	chr1:246624342-248956422	SBS3	2	2	5	5	0	0	0
776	chr1:246624342-248956422	SBS5	2	2	4	3	0	0	0
777	chr1:246624342-248956422	SBS8	2	2	5	1	0	0	0
778	chr1:26655330-38366860	SBS1	1	0	6	0	0	0	0
779	chr1:26655330-38366860	SBS100	1	0	1	0	0	0	0
780	chr1:26655330-38366860	SBS3	1	0	18	0	0	0	0
781	chr1:26655330-38366860	SBS5	1	0	15	0	0	0	0
782	chr1:26655330-38366860	SBS8	1	0	2	0	0	0	0
783	chr1:38366861-39868730	SBS1	1	1	1	0	0	0	0
784	chr1:38366861-39868730	SBS100	1	1	1	0	0	0	0
785	chr1:38366861-39868730	SBS3	1	1	4	0	0	0	0
786	chr1:38366861-39868730	SBS5	1	1	2	0	0	0	0
787	chr1:39868731-40024752	SBS1	2	1	1	0	0	0	0
788	chr1:39868731-40024752	SBS3	2	1	1	0	0	0	0
789	chr1:39868731-40024752	SBS8	2	1	1	0	0	0	0
790	chr1:40024753-45167106	SBS1	1	1	1	0	0	0	0
791	chr1:40024753-45167106	SBS3	1	1	7	0	0	0	0
792	chr1:40024753-45167106	SBS5	1	1	4	0	0	0	0
793	chr1:40024753-45167106	SBS8	1	1	4	0	0	0	0
794	chr1:45171935-52254361	SBS1	1	1	3	0	0	0	0
795	chr1:45171935-52254361	SBS3	1	1	16	0	0	0	0
796	chr1:45171935-52254361	SBS5	1	1	10	0	0	0	0
797	chr1:45171935-52254361	SBS8	1	1	2	0	0	0	0
798	chr1:52259505-54764759	SBS100	1	1	1	0	0	0	0
799	chr1:52259505-54764759	SBS3	1	1	6	0	0	0	0
800	chr1:52259505-54764759	SBS5	1	1	3	0	0	0	0
801	chr1:52259505-54764759	SBS8	1	1	3	0	0	0	0
802	chr1:54768245-66456864	SBS1	1	1	2	0	0	0	0
803	chr1:54768245-66456864	SBS100	1	1	1	0	0	0	0
804	chr1:54768245-66456864	SBS3	1	1	22	0	0	0	0
805	chr1:54768245-66456864	SBS5	1	1	14	0	0	0	0
806	chr1:54768245-66456864	SBS8	1	1	1	0	0	0	0
807	chr1:66458296-67949678	SBS3	1	1	1	0	0	0	0
808	chr1:66458296-67949678	SBS5	1	1	1	0	0	0	0
809	chr1:66458296-67949678	SBS8	1	1	1	0	0	0	0
810	chr1:6742646-26648751	SBS1	1	0	5	0	0	0	0
811	chr1:6742646-26648751	SBS100	1	0	2	0	0	0	0
812	chr1:6742646-26648751	SBS3	1	0	31	0	0	0	0
813	chr1:6742646-26648751	SBS5	1	0	20	0	0	0	0
814	chr1:6742646-26648751	SBS8	1	0	7	0	0	0	0
815	chr1:67954963-68251260	SBS3	1	1	2	0	0	0	0
816	chr1:67954963-68251260	SBS5	1	1	2	0	0	0	0
817	chr1:68261859-96684687	SBS1	1	1	11	0	0	0	0
818	chr1:68261859-96684687	SBS100	1	1	1	0	0	0	0
819	chr1:68261859-96684687	SBS3	1	1	53	0	0	0	0
820	chr1:68261859-96684687	SBS5	1	1	49	0	0	0	0
821	chr1:68261859-96684687	SBS8	1	1	24	0	0	0	0
822	chr1:83376-6742645	SBS1	1	0	4	0	0	0	0
823	chr1:83376-6742645	SBS100	1	0	2	0	0	0	0
824	chr1:83376-6742645	SBS3	1	0	15	0	0	0	0
825	chr1:83376-6742645	SBS5	1	0	10	0	0	0	0
826	chr1:83376-6742645	SBS8	1	0	4	0	0	0	0
827	chr1:96793179-98898561	SBS3	1	1	6	0	0	0	0
828	chr1:96793179-98898561	SBS5	1	1	2	0	0	0	0
829	chr1:96793179-98898561	SBS8	1	1	3	0	0	0	0
830	chr1:98898594-110644444	SBS1	1	1	4	0	0	0	0
831	chr1:98898594-110644444	SBS100	1	1	1	0	0	0	0
832	chr1:98898594-110644444	SBS3	1	1	24	0	0	0	0
833	chr1:98898594-110644444	SBS5	1	1	8	0	0	0	0
834	chr1:98898594-110644444	SBS8	1	1	6	0	0	0	0
835	chr20:1-2449929	SBS1	1	0	3	0	0	0	0
836	chr20:1-2449929	SBS3	1	0	6	0	0	0	0
837	chr20:1-2449929	SBS5	1	0	4	0	0	0	0
838	chr20:14396328-28237289	SBS1	1	1	4	0	0	0	0
839	chr20:14396328-28237289	SBS100	1	1	3	0	0	0	0
840	chr20:14396328-28237289	SBS3	1	1	34	0	0	0	0
841	chr20:14396328-28237289	SBS5	1	1	19	0	0	0	0
842	chr20:14396328-28237289	SBS8	1	1	10	0	0	0	0
843	chr20:2449930-6245270	SBS1	1	1	2	0	0	0	0
844	chr20:2449930-6245270	SBS3	1	1	7	0	0	0	0
845	chr20:2449930-6245270	SBS5	1	1	1	0	0	0	0
846	chr20:2449930-6245270	SBS8	1	1	4	0	0	0	0
