	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4
450	chr13:112470001-114364328	SBS3	2	0	2	2	0	0
451	chr13:112470001-114364328	SBS5	2	0	3	0	0	0
452	chr13:17025624-19586000	SBS1	1	1	1	0	0	0
453	chr13:17025624-19586000	SBS13	1	1	2	0	0	0
454	chr13:17025624-19586000	SBS3	1	1	1	0	0	0
455	chr13:17025624-19586000	SBS5	1	1	10	0	0	0
456	chr13:17025624-19586000	SBS8	1	1	3	0	0	0
457	chr13:19586001-20807384	SBS5	1	1	7	0	0	0
458	chr13:19586001-20807384	SBS8	1	1	2	0	0	0
459	chr13:20807385-21579445	SBS5	1	0	4	0	0	0
460	chr13:20807385-21579445	SBS8	1	0	1	0	0	0
461	chr13:21579478-36970436	SBS1	1	0	1	0	0	0
462	chr13:21579478-36970436	SBS13	1	0	4	0	0	0
463	chr13:21579478-36970436	SBS3	1	0	6	0	0	0
464	chr13:21579478-36970436	SBS5	1	0	29	0	0	0
465	chr13:21579478-36970436	SBS8	1	0	16	0	0	0
466	chr13:36970594-42195068	SBS1	1	0	1	0	0	0
467	chr13:36970594-42195068	SBS13	1	0	1	0	0	0
468	chr13:36970594-42195068	SBS3	1	0	3	0	0	0
469	chr13:36970594-42195068	SBS5	1	0	9	0	0	0
470	chr13:36970594-42195068	SBS8	1	0	4	0	0	0
471	chr13:42195748-72648730	SBS1	1	0	4	0	0	0
472	chr13:42195748-72648730	SBS13	1	0	5	0	0	0
473	chr13:42195748-72648730	SBS3	1	0	15	0	0	0
474	chr13:42195748-72648730	SBS5	1	0	41	0	0	0
475	chr13:42195748-72648730	SBS8	1	0	25	0	0	0
476	chr13:72664871-75541106	SBS13	1	0	1	0	0	0
477	chr13:72664871-75541106	SBS3	1	0	3	0	0	0
478	chr13:72664871-75541106	SBS5	1	0	1	0	0	0
479	chr13:72664871-75541106	SBS8	1	0	3	0	0	0
480	chr13:75559652-78017583	SBS5	1	0	5	0	0	0
481	chr13:75559652-78017583	SBS8	1	0	4	0	0	0
482	chr13:78017950-80330356	SBS13	1	0	1	0	0	0
483	chr13:78017950-80330356	SBS3	1	0	1	0	0	0
484	chr13:78017950-80330356	SBS5	1	0	9	0	0	0
485	chr13:78017950-80330356	SBS8	1	0	2	0	0	0
486	chr13:80330389-82377121	SBS3	1	0	2	0	0	0
487	chr13:80330389-82377121	SBS5	1	0	7	0	0	0
488	chr13:80330389-82377121	SBS8	1	0	2	0	0	0
489	chr13:82377465-84150007	SBS3	1	0	1	0	0	0
490	chr13:82377465-84150007	SBS5	1	0	6	0	0	0
491	chr13:82377465-84150007	SBS8	1	0	1	0	0	0
492	chr13:84150008-88164073	SBS13	2	0	1	0	0	0
493	chr13:84150008-88164073	SBS3	2	0	5	0	0	0
494	chr13:84150008-88164073	SBS5	2	0	8	1	0	0
495	chr13:84150008-88164073	SBS8	2	0	2	2	0	0
496	chr13:88164175-94391245	SBS13	2	0	3	0	0	0
497	chr13:88164175-94391245	SBS3	2	0	10	4	0	0
498	chr13:88164175-94391245	SBS5	2	0	15	2	0	0
499	chr13:88164175-94391245	SBS8	2	0	10	1	0	0
500	chr13:94391443-109381008	SBS1	2	0	0	1	0	0
501	chr13:94391443-109381008	SBS13	2	0	4	0	0	0
502	chr13:94391443-109381008	SBS3	2	0	10	0	0	0
503	chr13:94391443-109381008	SBS5	2	0	22	5	0	0
504	chr13:94391443-109381008	SBS8	2	0	11	2	0	0
505	chr14:1-17086761	SBS8	1	1	1	0	0	0
506	chr14:100879990-101609484	SBS3	1	0	1	0	0	0
507	chr14:100879990-101609484	SBS8	1	0	1	0	0	0
508	chr14:101609485-105146069	SBS1	1	0	1	0	0	0
509	chr14:101609485-105146069	SBS3	1	0	3	0	0	0
510	chr14:101609485-105146069	SBS5	1	0	5	0	0	0
511	chr14:101609485-105146069	SBS8	1	0	3	0	0	0
512	chr14:105153858-106026787	SBS3	1	0	1	0	0	0
513	chr14:105153858-106026787	SBS5	1	0	3	0	0	0
514	chr14:106027193-107043718	SBS5	1	0	1	0	0	0
515	chr14:106027193-107043718	SBS8	1	0	1	0	0	0
516	chr14:17086762-20277000	SBS5	1	1	3	0	0	0
517	chr14:17086762-20277000	SBS8	1	1	5	0	0	0
518	chr14:20277001-20435651	SBS8	1	1	1	0	0	0
519	chr14:20439787-21364364	SBS5	1	1	3	0	0	0
520	chr14:20439787-21364364	SBS8	1	1	1	0	0	0
521	chr14:21364365-21384007	SBS8	2	1	1	0	0	0
522	chr14:21384008-24457000	SBS1	1	1	1	0	0	0
523	chr14:21384008-24457000	SBS3	1	1	4	0	0	0
524	chr14:21384008-24457000	SBS5	1	1	15	0	0	0
525	chr14:21384008-24457000	SBS8	1	1	4	0	0	0
526	chr14:24457001-28008929	SBS1	1	1	1	0	0	0
527	chr14:24457001-28008929	SBS13	1	1	1	0	0	0
528	chr14:24457001-28008929	SBS3	1	1	5	0	0	0
529	chr14:24457001-28008929	SBS5	1	1	10	0	0	0
530	chr14:24457001-28008929	SBS8	1	1	11	0	0	0
531	chr14:28009113-30511000	SBS1	1	1	2	0	0	0
532	chr14:28009113-30511000	SBS13	1	1	2	0	0	0
533	chr14:28009113-30511000	SBS3	1	1	7	0	0	0
534	chr14:28009113-30511000	SBS5	1	1	13	0	0	0
535	chr14:28009113-30511000	SBS8	1	1	6	0	0	0
536	chr14:30511001-34439799	SBS13	1	1	1	0	0	0
537	chr14:30511001-34439799	SBS3	1	1	2	0	0	0
538	chr14:30511001-34439799	SBS5	1	1	12	0	0	0
539	chr14:30511001-34439799	SBS8	1	1	2	0	0	0
540	chr14:34465420-36352146	SBS3	1	1	6	0	0	0
541	chr14:34465420-36352146	SBS5	1	1	7	0	0	0
542	chr14:36352307-39817789	SBS3	1	1	3	0	0	0
543	chr14:36352307-39817789	SBS5	1	1	12	0	0	0
544	chr14:36352307-39817789	SBS8	1	1	8	0	0	0
545	chr14:39823390-44895000	SBS13	1	1	3	0	0	0
546	chr14:39823390-44895000	SBS3	1	1	5	0	0	0
547	chr14:39823390-44895000	SBS5	1	1	26	0	0	0
548	chr14:39823390-44895000	SBS8	1	1	14	0	0	0
549	chr14:45648822-51259291	SBS1	1	0	1	0	0	0
550	chr14:45648822-51259291	SBS3	1	0	2	0	0	0
551	chr14:45648822-51259291	SBS5	1	0	8	0	0	0
552	chr14:45648822-51259291	SBS8	1	0	2	0	0	0
553	chr14:51259615-51606928	SBS3	2	0	2	0	0	0
554	chr14:51259615-51606928	SBS5	2	0	2	0	0	0
555	chr14:51607116-54087399	SBS1	1	0	1	0	0	0
556	chr14:51607116-54087399	SBS13	1	0	1	0	0	0
557	chr14:51607116-54087399	SBS5	1	0	9	0	0	0
558	chr14:51607116-54087399	SBS8	1	0	1	0	0	0
559	chr14:54087472-57311694	SBS1	1	0	1	0	0	0
560	chr14:54087472-57311694	SBS3	1	0	1	0	0	0
561	chr14:54087472-57311694	SBS5	1	0	13	0	0	0
562	chr14:54087472-57311694	SBS8	1	0	6	0	0	0
563	chr14:57312267-60142190	SBS3	1	0	2	0	0	0
564	chr14:57312267-60142190	SBS5	1	0	5	0	0	0
565	chr14:57312267-60142190	SBS8	1	0	3	0	0	0
566	chr14:60147711-67306957	SBS13	1	0	2	0	0	0
567	chr14:60147711-67306957	SBS3	1	0	4	0	0	0
568	chr14:60147711-67306957	SBS5	1	0	12	0	0	0
569	chr14:60147711-67306957	SBS8	1	0	8	0	0	0
570	chr14:67315684-68166179	SBS5	1	0	3	0	0	0
571	chr14:68486994-68717107	SBS5	1	0	1	0	0	0
572	chr14:68891916-88033353	SBS1	1	0	3	0	0	0
573	chr14:68891916-88033353	SBS13	1	0	5	0	0	0
574	chr14:68891916-88033353	SBS3	1	0	11	0	0	0
575	chr14:68891916-88033353	SBS5	1	0	46	0	0	0
576	chr14:68891916-88033353	SBS8	1	0	22	0	0	0
577	chr14:88033387-88646978	SBS5	1	0	1	0	0	0
578	chr14:88647120-100859016	SBS13	1	0	3	0	0	0
579	chr14:88647120-100859016	SBS3	1	0	7	0	0	0
580	chr14:88647120-100859016	SBS5	1	0	16	0	0	0
581	chr14:88647120-100859016	SBS8	1	0	7	0	0	0
582	chr15:18362627-31822806	SBS1	1	0	3	0	0	0
583	chr15:18362627-31822806	SBS13	1	0	1	0	0	0
584	chr15:18362627-31822806	SBS3	1	0	6	0	0	0
585	chr15:18362627-31822806	SBS5	1	0	22	0	0	0
586	chr15:18362627-31822806	SBS8	1	0	21	0	0	0
587	chr15:31895957-33088197	SBS5	1	0	1	0	0	0
588	chr15:31895957-33088197	SBS8	1	0	1	0	0	0
589	chr15:33088296-33214735	SBS5	1	0	1	0	0	0
590	chr15:33214736-33880434	SBS5	2	0	2	1	0	0
591	chr15:33214736-33880434	SBS8	2	0	4	0	0	0
592	chr15:33880435-40440075	SBS13	1	0	1	0	0	0
593	chr15:33880435-40440075	SBS3	1	0	2	0	0	0
594	chr15:33880435-40440075	SBS5	1	0	10	0	0	0
595	chr15:33880435-40440075	SBS8	1	0	6	0	0	0
596	chr15:40441409-65379466	SBS1	1	0	2	0	0	0
597	chr15:40441409-65379466	SBS13	1	0	8	0	0	0
598	chr15:40441409-65379466	SBS3	1	0	23	0	0	0
599	chr15:40441409-65379466	SBS5	1	0	44	0	0	0
600	chr15:40441409-65379466	SBS8	1	0	11	0	0	0
601	chr15:65379767-68429940	SBS3	1	0	3	0	0	0
602	chr15:65379767-68429940	SBS5	1	0	5	0	0	0
603	chr15:65379767-68429940	SBS8	1	0	4	0	0	0
604	chr15:68429941-101991189	SBS1	1	0	2	0	0	0
605	chr15:68429941-101991189	SBS13	1	0	6	0	0	0
606	chr15:68429941-101991189	SBS3	1	0	23	0	0	0
607	chr15:68429941-101991189	SBS5	1	0	67	0	0	0
608	chr15:68429941-101991189	SBS8	1	0	31	0	0	0
609	chr16:1-1869108	SBS1	1	1	1	0	0	0
610	chr16:1-1869108	SBS3	1	1	3	0	0	0
611	chr16:1-1869108	SBS5	1	1	4	0	0	0
612	chr16:1-1869108	SBS8	1	1	2	0	0	0
613	chr16:12120399-37295919	SBS1	1	0	1	0	0	0
614	chr16:12120399-37295919	SBS13	1	0	7	0	0	0
615	chr16:12120399-37295919	SBS3	1	0	22	0	0	0
616	chr16:12120399-37295919	SBS5	1	0	53	0	0	0
617	chr16:12120399-37295919	SBS8	1	0	30	0	0	0
618	chr16:1872905-2659844	SBS5	1	1	2	0	0	0
619	chr16:2659845-3170848	SBS5	1	1	2	0	0	0
620	chr16:3170947-4476253	SBS1	1	1	1	0	0	0
621	chr16:3170947-4476253	SBS5	1	1	7	0	0	0
622	chr16:3170947-4476253	SBS8	1	1	3	0	0	0
623	chr16:4485229-5217000	SBS3	1	1	1	0	0	0
624	chr16:4485229-5217000	SBS5	1	1	1	0	0	0
625	chr16:4485229-5217000	SBS8	1	1	1	0	0	0
626	chr16:5217001-8561000	SBS1	1	1	1	0	0	0
627	chr16:5217001-8561000	SBS3	1	1	7	0	0	0
628	chr16:5217001-8561000	SBS5	1	1	13	0	0	0
629	chr16:5217001-8561000	SBS8	1	1	15	0	0	0
630	chr16:8561001-9217069	SBS3	1	1	1	0	0	0
631	chr16:8561001-9217069	SBS5	1	1	2	0	0	0
632	chr16:9237136-12120338	SBS13	1	0	1	0	0	0
633	chr16:9237136-12120338	SBS3	1	0	1	0	0	0
634	chr16:9237136-12120338	SBS5	1	0	5	0	0	0
635	chr17:1-5658500	SBS1	1	0	2	0	0	0
636	chr17:1-5658500	SBS13	1	0	2	0	0	0
637	chr17:1-5658500	SBS3	1	0	5	0	0	0
638	chr17:1-5658500	SBS5	1	0	12	0	0	0
639	chr17:1-5658500	SBS8	1	0	3	0	0	0
640	chr17:15104114-22158000	SBS1	1	0	1	0	0	0
641	chr17:15104114-22158000	SBS13	1	0	1	0	0	0
642	chr17:15104114-22158000	SBS3	1	0	8	0	0	0
643	chr17:15104114-22158000	SBS5	1	0	41	0	0	0
644	chr17:15104114-22158000	SBS8	1	0	8	0	0	0
645	chr17:22158001-24849829	SBS1	1	0	1	0	0	0
646	chr17:22158001-24849829	SBS13	1	0	1	0	0	0
647	chr17:22158001-24849829	SBS3	1	0	1	0	0	0
648	chr17:22158001-24849829	SBS5	1	0	2	0	0	0
649	chr17:22158001-24849829	SBS8	1	0	2	0	0	0
650	chr17:24849830-29636053	SBS1	1	0	3	0	0	0
651	chr17:24849830-29636053	SBS3	1	0	5	0	0	0
652	chr17:24849830-29636053	SBS5	1	0	13	0	0	0
653	chr17:24849830-29636053	SBS8	1	0	3	0	0	0
654	chr17:29653162-31218499	SBS3	1	0	1	0	0	0
655	chr17:29653162-31218499	SBS5	1	0	2	0	0	0
656	chr17:29653162-31218499	SBS8	1	0	1	0	0	0
657	chr17:31222084-34897000	SBS1	1	0	1	0	0	0
658	chr17:31222084-34897000	SBS13	1	0	2	0	0	0
659	chr17:31222084-34897000	SBS3	1	0	1	0	0	0
660	chr17:31222084-34897000	SBS5	1	0	7	0	0	0
661	chr17:31222084-34897000	SBS8	1	0	6	0	0	0
662	chr17:34897001-35333493	SBS13	2	0	1	0	0	0
663	chr17:34897001-35333493	SBS5	2	0	2	0	0	0
664	chr17:35334168-37183079	SBS3	2	0	1	1	0	0
665	chr17:35334168-37183079	SBS5	2	0	5	0	0	0
666	chr17:35334168-37183079	SBS8	2	0	4	0	0	0
667	chr17:37183152-37338699	SBS5	2	0	1	0	0	0
668	chr17:37368019-38402732	SBS5	2	0	2	0	0	0
669	chr17:37368019-38402732	SBS8	2	0	1	0	0	0
670	chr17:38405943-40886909	SBS3	2	0	4	0	0	0
671	chr17:38405943-40886909	SBS5	2	0	6	0	0	0
672	chr17:38405943-40886909	SBS8	2	0	3	1	0	0
673	chr17:40887202-42444372	SBS5	2	0	10	1	0	0
674	chr17:40887202-42444372	SBS8	2	0	2	0	0	0
675	chr17:42444421-43103509	SBS13	2	0	1	0	0	0
676	chr17:42444421-43103509	SBS5	2	0	0	1	0	0
677	chr17:42444421-43103509	SBS8	2	0	1	0	0	0
678	chr17:43103545-43903854	SBS13	2	0	1	0	0	0
679	chr17:43103545-43903854	SBS3	2	0	3	0	0	0
680	chr17:43103545-43903854	SBS5	2	0	1	1	0	0
681	chr17:43103545-43903854	SBS8	2	0	1	0	0	0
682	chr17:43921506-51304000	SBS13	2	0	2	0	0	0
683	chr17:43921506-51304000	SBS3	2	0	11	0	0	0
684	chr17:43921506-51304000	SBS5	2	0	27	0	0	0
685	chr17:43921506-51304000	SBS8	2	0	8	1	0	0
686	chr17:51304001-53819981	SBS13	1	0	2	0	0	0
687	chr17:51304001-53819981	SBS3	1	0	3	0	0	0
688	chr17:51304001-53819981	SBS5	1	0	6	0	0	0
689	chr17:51304001-53819981	SBS8	1	0	4	0	0	0
690	chr17:53819982-54888000	SBS13	3	0	1	0	0	0
691	chr17:53819982-54888000	SBS5	3	0	3	3	2	0
692	chr17:53819982-54888000	SBS8	3	0	4	1	0	0
693	chr17:54888001-55820131	SBS1	3	0	0	1	0	0
694	chr17:54888001-55820131	SBS3	3	0	2	0	0	0
695	chr17:54888001-55820131	SBS5	3	0	1	0	0	0
696	chr17:54888001-55820131	SBS8	3	0	3	0	0	0
697	chr17:55820132-67040444	SBS1	2	0	2	1	0	0
698	chr17:55820132-67040444	SBS13	2	0	4	0	0	0
699	chr17:55820132-67040444	SBS3	2	0	12	5	0	0
700	chr17:55820132-67040444	SBS5	2	0	17	7	0	0
701	chr17:55820132-67040444	SBS8	2	0	9	1	0	0
702	chr17:5665275-15103968	SBS1	1	0	2	0	0	0
703	chr17:5665275-15103968	SBS13	1	0	1	0	0	0
704	chr17:5665275-15103968	SBS3	1	0	9	0	0	0
705	chr17:5665275-15103968	SBS5	1	0	14	0	0	0
706	chr17:5665275-15103968	SBS8	1	0	11	0	0	0
707	chr17:67040650-77704363	SBS1	2	0	1	1	0	0
708	chr17:67040650-77704363	SBS13	2	0	1	0	0	0
709	chr17:67040650-77704363	SBS3	2	0	7	0	0	0
710	chr17:67040650-77704363	SBS5	2	0	26	6	0	0
711	chr17:67040650-77704363	SBS8	2	0	5	3	0	0
712	chr17:77705322-82552888	SBS1	2	0	2	1	0	0
713	chr17:77705322-82552888	SBS13	2	0	2	1	0	0
714	chr17:77705322-82552888	SBS3	2	0	5	0	0	0
715	chr17:77705322-82552888	SBS5	2	0	12	2	0	0
716	chr17:77705322-82552888	SBS8	2	0	4	1	0	0
717	chr17:82556474-83257441	SBS3	2	0	0	1	0	0
718	chr17:82556474-83257441	SBS5	2	0	2	1	0	0
719	chr18:10473031-12145572	SBS1	1	1	1	0	0	0
720	chr18:10473031-12145572	SBS3	1	1	3	0	0	0
721	chr18:10473031-12145572	SBS5	1	1	6	0	0	0
722	chr18:10473031-12145572	SBS8	1	1	9	0	0	0
723	chr18:12145573-13061353	SBS5	1	1	2	0	0	0
724	chr18:12145573-13061353	SBS8	1	1	2	0	0	0
725	chr18:13061422-18161052	SBS1	1	1	1	0	0	0
726	chr18:13061422-18161052	SBS13	1	1	1	0	0	0
727	chr18:13061422-18161052	SBS3	1	1	10	0	0	0
728	chr18:13061422-18161052	SBS5	1	1	33	0	0	0
729	chr18:13061422-18161052	SBS8	1	1	6	0	0	0
730	chr18:18161053-21038113	SBS3	1	1	1	0	0	0
731	chr18:18161053-21038113	SBS8	1	1	1	0	0	0
732	chr18:1878001-4913000	SBS1	1	1	1	0	0	0
733	chr18:1878001-4913000	SBS13	1	1	1	0	0	0
734	chr18:1878001-4913000	SBS3	1	1	6	0	0	0
735	chr18:1878001-4913000	SBS5	1	1	11	0	0	0
736	chr18:1878001-4913000	SBS8	1	1	9	0	0	0
737	chr18:21038265-21737000	SBS13	1	1	1	0	0	0
738	chr18:21038265-21737000	SBS3	1	1	4	0	0	0
739	chr18:21038265-21737000	SBS5	1	1	6	0	0	0
740	chr18:21737001-22031258	SBS3	1	1	3	0	0	0
741	chr18:21737001-22031258	SBS5	1	1	1	0	0	0
742	chr18:21737001-22031258	SBS8	1	1	1	0	0	0
743	chr18:22031259-22474827	SBS5	1	1	3	0	0	0
744	chr18:22474897-22557101	SBS3	1	1	2	0	0	0
745	chr18:22474897-22557101	SBS5	1	1	2	0	0	0
746	chr18:22562963-24252343	SBS1	1	1	1	0	0	0
747	chr18:22562963-24252343	SBS3	1	1	2	0	0	0
748	chr18:22562963-24252343	SBS5	1	1	5	0	0	0
749	chr18:22562963-24252343	SBS8	1	1	2	0	0	0
750	chr18:24269401-24765590	SBS13	1	1	1	0	0	0
751	chr18:24269401-24765590	SBS5	1	1	2	0	0	0
752	chr18:24765591-25054151	SBS3	1	1	1	0	0	0
753	chr18:24765591-25054151	SBS8	1	1	2	0	0	0
754	chr18:25054275-27997551	SBS5	1	1	5	0	0	0
755	chr18:25054275-27997551	SBS8	1	1	6	0	0	0
756	chr18:27997552-28649367	SBS13	1	1	1	0	0	0
757	chr18:28649402-28834519	SBS8	1	1	1	0	0	0
758	chr18:28841889-29120787	SBS5	1	1	1	0	0	0
759	chr18:29120832-32435442	SBS1	1	1	1	0	0	0
760	chr18:29120832-32435442	SBS13	1	1	1	0	0	0
761	chr18:29120832-32435442	SBS3	1	1	3	0	0	0
762	chr18:29120832-32435442	SBS5	1	1	13	0	0	0
763	chr18:29120832-32435442	SBS8	1	1	7	0	0	0
764	chr18:32435443-32859500	SBS1	3	1	1	0	0	0
765	chr18:32435443-32859500	SBS5	3	1	3	0	0	0
766	chr18:32435443-32859500	SBS8	3	1	0	1	0	0
767	chr18:32859501-34483000	SBS13	2	1	1	0	0	0
768	chr18:32859501-34483000	SBS3	2	1	1	0	0	0
769	chr18:32859501-34483000	SBS5	2	1	8	3	0	0
770	chr18:32859501-34483000	SBS8	2	1	4	1	0	0
771	chr18:34483001-35100719	SBS13	3	1	1	0	0	0
772	chr18:34483001-35100719	SBS3	3	1	2	0	0	0
773	chr18:34483001-35100719	SBS5	3	1	1	0	0	0
774	chr18:35101243-35243261	SBS3	3	1	0	0	1	0
775	chr18:35101243-35243261	SBS5	3	1	2	0	0	0
776	chr18:35101243-35243261	SBS8	3	1	2	0	0	0
777	chr18:35243262-36200000	SBS5	3	0	1	2	0	0
778	chr18:36200001-44426296	SBS13	2	0	1	0	0	0
779	chr18:36200001-44426296	SBS3	2	0	7	1	0	0
780	chr18:36200001-44426296	SBS5	2	0	23	2	0	0
781	chr18:36200001-44426296	SBS8	2	0	18	1	0	0
782	chr18:44426297-44875535	SBS13	4	0	0	1	0	0
783	chr18:44426297-44875535	SBS3	4	0	0	0	0	2
784	chr18:44426297-44875535	SBS5	4	0	1	0	0	0
785	chr18:44426297-44875535	SBS8	4	0	0	0	1	0
786	chr18:44875536-54989827	SBS1	1	0	2	0	0	0
787	chr18:44875536-54989827	SBS13	1	0	1	0	0	0
788	chr18:44875536-54989827	SBS3	1	0	5	0	0	0
789	chr18:44875536-54989827	SBS5	1	0	20	0	0	0
790	chr18:44875536-54989827	SBS8	1	0	9	0	0	0
791	chr18:4913001-9764985	SBS13	1	1	2	0	0	0
792	chr18:4913001-9764985	SBS3	1	1	8	0	0	0
793	chr18:4913001-9764985	SBS5	1	1	17	0	0	0
794	chr18:4913001-9764985	SBS8	1	1	11	0	0	0
795	chr18:54989876-62223616	SBS1	1	0	1	0	0	0
796	chr18:54989876-62223616	SBS13	1	0	3	0	0	0
797	chr18:54989876-62223616	SBS3	1	0	5	0	0	0
798	chr18:54989876-62223616	SBS5	1	0	10	0	0	0
799	chr18:54989876-62223616	SBS8	1	0	7	0	0	0
800	chr18:62223750-75724476	SBS1	1	0	2	0	0	0
801	chr18:62223750-75724476	SBS13	1	0	2	0	0	0
802	chr18:62223750-75724476	SBS3	1	0	7	0	0	0
803	chr18:62223750-75724476	SBS5	1	0	16	0	0	0
804	chr18:62223750-75724476	SBS8	1	0	22	0	0	0
805	chr18:75724839-79319747	SBS13	1	0	2	0	0	0
806	chr18:75724839-79319747	SBS3	1	0	1	0	0	0
807	chr18:75724839-79319747	SBS5	1	0	7	0	0	0
808	chr18:75724839-79319747	SBS8	1	0	2	0	0	0
809	chr18:79319748-79433588	SBS5	3	0	0	1	0	0
810	chr18:79433589-79445498	SBS5	4	0	0	1	0	0
811	chr18:79445499-80105693	SBS3	3	0	0	1	0	0
812	chr18:79445499-80105693	SBS5	3	0	1	1	0	0
813	chr18:79445499-80105693	SBS8	3	0	0	0	1	0
814	chr18:87659-1878000	SBS1	1	1	1	0	0	0
815	chr18:87659-1878000	SBS13	1	1	1	0	0	0
816	chr18:87659-1878000	SBS3	1	1	1	0	0	0
817	chr18:87659-1878000	SBS5	1	1	3	0	0	0
818	chr18:87659-1878000	SBS8	1	1	2	0	0	0
819	chr18:9765135-10472502	SBS5	1	1	3	0	0	0
820	chr18:9765135-10472502	SBS8	1	1	2	0	0	0
821	chr19:1-1525750	SBS3	1	0	1	0	0	0
822	chr19:1-1525750	SBS5	1	0	4	0	0	0
823	chr19:1-1525750	SBS8	1	0	1	0	0	0
824	chr19:10364739-19680000	SBS1	1	1	2	0	0	0
825	chr19:10364739-19680000	SBS13	1	1	3	0	0	0
826	chr19:10364739-19680000	SBS3	1	1	22	0	0	0
827	chr19:10364739-19680000	SBS5	1	1	46	0	0	0
828	chr19:10364739-19680000	SBS8	1	1	11	0	0	0
829	chr19:1525933-1963005	SBS1	1	0	1	0	0	0
830	chr19:1525933-1963005	SBS3	1	0	1	0	0	0
831	chr19:1525933-1963005	SBS5	1	0	2	0	0	0
832	chr19:1525933-1963005	SBS8	1	0	3	0	0	0
833	chr19:1963041-5452313	SBS3	1	0	2	0	0	0
834	chr19:1963041-5452313	SBS5	1	0	11	0	0	0
835	chr19:19680001-25844926	SBS1	1	1	2	0	0	0
836	chr19:19680001-25844926	SBS13	1	1	4	0	0	0
837	chr19:19680001-25844926	SBS3	1	1	9	0	0	0
838	chr19:19680001-25844926	SBS5	1	1	31	0	0	0
839	chr19:19680001-25844926	SBS8	1	1	14	0	0	0
840	chr19:25844927-29205005	SBS3	1	1	7	0	0	0
841	chr19:25844927-29205005	SBS5	1	1	8	0	0	0
842	chr19:25844927-29205005	SBS8	1	1	4	0	0	0
843	chr19:29206111-34391512	SBS1	1	1	3	0	0	0
844	chr19:29206111-34391512	SBS13	1	1	2	0	0	0
845	chr19:29206111-34391512	SBS3	1	1	14	0	0	0
846	chr19:29206111-34391512	SBS5	1	1	22	0	0	0
847	chr19:29206111-34391512	SBS8	1	1	6	0	0	0
848	chr19:34391706-36418435	SBS1	1	1	1	0	0	0
849	chr19:34391706-36418435	SBS3	1	1	2	0	0	0
850	chr19:34391706-36418435	SBS5	1	1	13	0	0	0
851	chr19:34391706-36418435	SBS8	1	1	6	0	0	0
852	chr19:36418480-36756563	SBS5	1	1	1	0	0	0
853	chr19:36756564-36757000	SBS8	1	0	1	0	0	0
854	chr19:36757001-41117135	SBS1	1	1	1	0	0	0
855	chr19:36757001-41117135	SBS13	1	1	1	0	0	0
856	chr19:36757001-41117135	SBS3	1	1	3	0	0	0
857	chr19:36757001-41117135	SBS5	1	1	26	0	0	0
858	chr19:36757001-41117135	SBS8	1	1	8	0	0	0
859	chr19:41117147-46346797	SBS1	1	1	2	0	0	0
860	chr19:41117147-46346797	SBS13	1	1	1	0	0	0
861	chr19:41117147-46346797	SBS3	1	1	14	0	0	0
862	chr19:41117147-46346797	SBS5	1	1	27	0	0	0
863	chr19:41117147-46346797	SBS8	1	1	12	0	0	0
864	chr19:46352945-47285000	SBS13	1	1	1	0	0	0
865	chr19:46352945-47285000	SBS3	1	1	2	0	0	0
866	chr19:46352945-47285000	SBS5	1	1	1	0	0	0
867	chr19:46352945-47285000	SBS8	1	1	3	0	0	0
868	chr19:47285001-58617616	SBS1	1	1	2	0	0	0
869	chr19:47285001-58617616	SBS13	1	1	9	0	0	0
870	chr19:47285001-58617616	SBS3	1	1	24	0	0	0
871	chr19:47285001-58617616	SBS5	1	1	58	0	0	0
872	chr19:47285001-58617616	SBS8	1	1	21	0	0	0
873	chr19:5466376-5882241	SBS5	1	0	1	0	0	0
874	chr19:5988573-9524740	SBS1	1	0	2	0	0	0
875	chr19:5988573-9524740	SBS13	1	0	1	0	0	0
876	chr19:5988573-9524740	SBS3	1	0	1	0	0	0
877	chr19:5988573-9524740	SBS5	1	0	11	0	0	0
878	chr19:5988573-9524740	SBS8	1	0	6	0	0	0
879	chr19:9524741-10352006	SBS13	1	1	1	0	0	0
880	chr19:9524741-10352006	SBS3	1	1	1	0	0	0
881	chr19:9524741-10352006	SBS5	1	1	3	0	0	0
882	chr19:9524741-10352006	SBS8	1	1	1	0	0	0
883	chr1:1-1104841	SBS3	1	1	2	0	0	0
884	chr1:1-1104841	SBS8	1	1	3	0	0	0
885	chr1:1104842-1161769	SBS3	2	1	3	0	0	0
886	chr1:113570465-113652388	SBS8	2	1	1	0	0	0
887	chr1:113652389-123605522	SBS13	1	1	1	0	0	0
888	chr1:113652389-123605522	SBS3	1	1	10	0	0	0
889	chr1:113652389-123605522	SBS5	1	1	23	0	0	0
890	chr1:113652389-123605522	SBS8	1	1	9	0	0	0
891	chr1:1226935-7693000	SBS1	1	1	1	0	0	0
892	chr1:1226935-7693000	SBS13	1	1	4	0	0	0
893	chr1:1226935-7693000	SBS3	1	1	9	0	0	0
894	chr1:1226935-7693000	SBS5	1	1	15	0	0	0
895	chr1:1226935-7693000	SBS8	1	1	11	0	0	0
896	chr1:123605523-150658380	SBS1	2	1	1	0	0	0
897	chr1:123605523-150658380	SBS13	2	1	1	0	0	0
898	chr1:123605523-150658380	SBS3	2	1	6	0	0	0
899	chr1:123605523-150658380	SBS5	2	1	21	3	0	0
900	chr1:123605523-150658380	SBS8	2	1	5	2	0	0
