	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3
482	chr2:25517083-32877000	SBS3	2	0	8	4	0
483	chr2:33697001-36825000	SBS13	1	1	2	0	0
484	chr2:33697001-36825000	SBS2	1	1	1	0	0
485	chr2:33697001-36825000	SBS3	1	1	7	0	0
486	chr2:33697001-36825000	SBS5	1	1	1	0	0
487	chr2:36825001-39856620	SBS13	1	1	1	0	0
488	chr2:36825001-39856620	SBS3	1	1	5	0	0
489	chr2:39857796-54226006	SBS1	1	1	1	0	0
490	chr2:39857796-54226006	SBS13	1	1	1	0	0
491	chr2:39857796-54226006	SBS17b	1	1	1	0	0
492	chr2:39857796-54226006	SBS2	1	1	4	0	0
493	chr2:39857796-54226006	SBS3	1	1	17	0	0
494	chr2:54230005-55799174	SBS1	1	1	1	0	0
495	chr2:54230005-55799174	SBS3	1	1	7	0	0
496	chr2:55799224-60698000	SBS1	1	1	2	0	0
497	chr2:55799224-60698000	SBS3	1	1	8	0	0
498	chr2:60698001-62340297	SBS13	1	1	1	0	0
499	chr2:60698001-62340297	SBS2	1	1	1	0	0
500	chr2:60698001-62340297	SBS3	1	1	4	0	0
501	chr2:62340503-75787000	SBS1	1	1	1	0	0
502	chr2:62340503-75787000	SBS13	1	1	1	0	0
503	chr2:62340503-75787000	SBS2	1	1	3	0	0
504	chr2:62340503-75787000	SBS3	1	1	27	0	0
505	chr2:75787001-84532000	SBS1	1	1	2	0	0
506	chr2:75787001-84532000	SBS17b	1	1	2	0	0
507	chr2:75787001-84532000	SBS3	1	1	13	0	0
508	chr2:84532001-93139350	SBS1	1	1	5	0	0
509	chr2:84532001-93139350	SBS3	1	1	12	0	0
510	chr2:93139351-98395598	SBS1	1	1	3	0	0
511	chr2:93139351-98395598	SBS17b	1	1	1	0	0
512	chr2:93139351-98395598	SBS3	1	1	9	0	0
513	chr2:93139351-98395598	SBS5	1	1	1	0	0
514	chr2:98395632-99479568	SBS3	1	1	2	0	0
515	chr2:99483328-119103530	SBS1	1	1	3	0	0
516	chr2:99483328-119103530	SBS13	1	1	4	0	0
517	chr2:99483328-119103530	SBS2	1	1	1	0	0
518	chr2:99483328-119103530	SBS3	1	1	38	0	0
519	chr2:99483328-119103530	SBS5	1	1	1	0	0
520	chr3:1-4317000	SBS13	2	1	1	1	0
521	chr3:1-4317000	SBS2	2	1	1	0	0
522	chr3:1-4317000	SBS3	2	1	3	8	0
523	chr3:100328001-105709939	SBS13	1	1	1	0	0
524	chr3:100328001-105709939	SBS2	1	1	2	0	0
525	chr3:100328001-105709939	SBS3	1	1	7	0	0
526	chr3:105711264-113119000	SBS2	2	1	1	1	0
527	chr3:105711264-113119000	SBS3	2	1	7	16	0
528	chr3:113392905-114472000	SBS1	2	2	0	1	0
529	chr3:113392905-114472000	SBS2	2	2	0	1	0
530	chr3:113392905-114472000	SBS3	2	2	0	1	0
531	chr3:114472001-120042000	SBS1	2	1	1	1	0
532	chr3:114472001-120042000	SBS13	2	1	1	1	0
533	chr3:114472001-120042000	SBS3	2	1	8	10	0
534	chr3:120042001-120394000	SBS2	2	2	0	1	0
535	chr3:120394001-134385710	SBS1	2	1	3	2	0
536	chr3:120394001-134385710	SBS13	2	1	3	2	0
537	chr3:120394001-134385710	SBS17b	2	1	0	1	0
538	chr3:120394001-134385710	SBS2	2	1	2	1	0
539	chr3:120394001-134385710	SBS3	2	1	26	25	0
540	chr3:120394001-134385710	SBS5	2	1	1	0	0
541	chr3:134394613-144838013	SBS1	2	1	3	1	0
542	chr3:134394613-144838013	SBS13	2	1	1	0	0
543	chr3:134394613-144838013	SBS17b	2	1	0	1	0
544	chr3:134394613-144838013	SBS2	2	1	0	1	0
545	chr3:134394613-144838013	SBS3	2	1	2	12	0
546	chr3:144838014-150585995	SBS2	2	1	1	3	0
547	chr3:144838014-150585995	SBS3	2	1	2	3	0
548	chr3:150586031-159823000	SBS1	2	1	1	1	0
549	chr3:150586031-159823000	SBS13	2	1	1	1	0
550	chr3:150586031-159823000	SBS17b	2	1	0	1	0
551	chr3:150586031-159823000	SBS2	2	1	0	1	0
552	chr3:150586031-159823000	SBS3	2	1	7	9	0
553	chr3:159823001-159932000	SBS3	3	1	0	0	1
554	chr3:160276001-160774000	SBS3	2	2	0	3	0
555	chr3:160774001-178048000	SBS1	2	1	2	0	0
556	chr3:160774001-178048000	SBS13	2	1	0	1	0
557	chr3:160774001-178048000	SBS17b	2	1	0	1	0
558	chr3:160774001-178048000	SBS2	2	1	1	2	0
559	chr3:160774001-178048000	SBS3	2	1	10	30	0
560	chr3:160774001-178048000	SBS5	2	1	1	0	0
561	chr3:178048001-191693902	SBS1	2	0	1	0	0
562	chr3:178048001-191693902	SBS13	2	0	2	1	0
563	chr3:178048001-191693902	SBS17b	2	0	0	1	0
564	chr3:178048001-191693902	SBS3	2	0	5	9	0
565	chr3:178048001-191693902	SBS5	2	0	0	1	0
566	chr3:191694092-193158000	SBS3	2	0	3	3	0
567	chr3:193158001-198295559	SBS1	2	0	1	0	0
568	chr3:193158001-198295559	SBS13	2	0	0	1	0
569	chr3:193158001-198295559	SBS3	2	0	9	1	0
570	chr3:37360276-37913892	SBS3	2	1	2	1	0
571	chr3:37968618-51408000	SBS1	1	1	2	0	0
572	chr3:37968618-51408000	SBS13	1	1	1	0	0
573	chr3:37968618-51408000	SBS2	1	1	1	0	0
574	chr3:37968618-51408000	SBS3	1	1	17	0	0
575	chr3:4317001-5216000	SBS1	2	1	0	1	0
576	chr3:51408001-51713000	SBS3	2	1	0	1	0
577	chr3:51713001-59043000	SBS1	1	1	1	0	0
578	chr3:51713001-59043000	SBS3	1	1	8	0	0
579	chr3:5216001-8927295	SBS1	2	1	0	1	0
580	chr3:5216001-8927295	SBS13	2	1	0	1	0
581	chr3:5216001-8927295	SBS3	2	1	2	3	0
582	chr3:59043001-59544000	SBS3	2	1	1	0	0
583	chr3:59544001-72687668	SBS1	1	1	2	0	0
584	chr3:59544001-72687668	SBS13	1	1	1	0	0
585	chr3:59544001-72687668	SBS17b	1	1	1	0	0
586	chr3:59544001-72687668	SBS3	1	1	27	0	0
587	chr3:72690334-92214015	SBS1	1	1	6	0	0
588	chr3:72690334-92214015	SBS13	1	1	3	0	0
589	chr3:72690334-92214015	SBS17b	1	1	1	0	0
590	chr3:72690334-92214015	SBS2	1	1	6	0	0
591	chr3:72690334-92214015	SBS3	1	1	92	0	0
592	chr3:72690334-92214015	SBS5	1	1	1	0	0
593	chr3:8933427-37360275	SBS1	2	1	3	2	0
594	chr3:8933427-37360275	SBS13	2	1	2	2	0
595	chr3:8933427-37360275	SBS2	2	1	1	4	0
596	chr3:8933427-37360275	SBS3	2	1	26	37	0
597	chr3:92214016-100100000	SBS1	1	1	1	0	0
598	chr3:92214016-100100000	SBS13	1	1	1	0	0
599	chr3:92214016-100100000	SBS3	1	1	12	0	0
600	chr4:1-3477500	SBS3	1	0	10	0	0
601	chr4:104023565-113649000	SBS13	2	1	2	1	0
602	chr4:104023565-113649000	SBS2	2	1	0	2	0
603	chr4:104023565-113649000	SBS3	2	1	12	18	0
604	chr4:104023565-113649000	SBS5	2	1	1	0	0
605	chr4:113649001-114261000	SBS13	3	1	0	0	1
606	chr4:113649001-114261000	SBS3	3	1	0	1	0
607	chr4:114261001-114512000	SBS3	2	2	0	1	0
608	chr4:114512001-145768000	SBS1	2	1	2	1	0
609	chr4:114512001-145768000	SBS13	2	1	2	3	0
610	chr4:114512001-145768000	SBS17b	2	1	0	1	0
611	chr4:114512001-145768000	SBS2	2	1	3	2	0
612	chr4:114512001-145768000	SBS3	2	1	17	37	0
613	chr4:145768001-148399000	SBS3	2	0	4	4	0
614	chr4:148791001-170515918	SBS1	2	0	2	3	0
615	chr4:148791001-170515918	SBS13	2	0	3	3	0
616	chr4:148791001-170515918	SBS17b	2	0	1	0	0
617	chr4:148791001-170515918	SBS2	2	0	0	2	0
618	chr4:148791001-170515918	SBS3	2	0	16	10	0
619	chr4:148791001-170515918	SBS5	2	0	1	0	0
620	chr4:170515953-173192858	SBS1	2	0	0	1	0
621	chr4:170515953-173192858	SBS13	2	0	1	0	0
622	chr4:170515953-173192858	SBS3	2	0	2	3	0
623	chr4:173223817-190214555	SBS1	2	0	4	1	0
624	chr4:173223817-190214555	SBS13	2	0	0	1	0
625	chr4:173223817-190214555	SBS2	2	0	1	0	0
626	chr4:173223817-190214555	SBS3	2	0	24	15	0
627	chr4:24805001-27052000	SBS3	2	0	2	0	0
628	chr4:27052001-31328000	SBS13	2	0	1	0	0
629	chr4:27052001-31328000	SBS3	2	0	4	2	0
630	chr4:31328001-37586000	SBS3	1	0	11	0	0
631	chr4:3477501-24805000	SBS1	1	0	1	0	0
632	chr4:3477501-24805000	SBS13	1	0	1	0	0
633	chr4:3477501-24805000	SBS2	1	0	1	0	0
634	chr4:3477501-24805000	SBS3	1	0	25	0	0
635	chr4:3477501-24805000	SBS5	1	0	1	0	0
636	chr4:37586001-42911000	SBS3	1	0	6	0	0
637	chr4:42911001-44630000	SBS13	1	0	1	0	0
638	chr4:42911001-44630000	SBS3	1	0	3	0	0
639	chr4:44630001-50726025	SBS13	1	1	2	0	0
640	chr4:44630001-50726025	SBS3	1	1	10	0	0
641	chr4:44630001-50726025	SBS5	1	1	1	0	0
642	chr4:50726026-88728000	SBS1	1	1	3	0	0
643	chr4:50726026-88728000	SBS13	1	1	5	0	0
644	chr4:50726026-88728000	SBS17b	1	1	2	0	0
645	chr4:50726026-88728000	SBS2	1	1	4	0	0
646	chr4:50726026-88728000	SBS3	1	1	68	0	0
647	chr4:50726026-88728000	SBS5	1	1	1	0	0
648	chr4:88728001-92223401	SBS13	2	1	0	1	0
649	chr4:88728001-92223401	SBS17b	2	1	0	1	0
650	chr4:88728001-92223401	SBS3	2	1	4	4	0
651	chr4:92223478-104022545	SBS1	2	1	3	0	0
652	chr4:92223478-104022545	SBS2	2	1	1	2	0
653	chr4:92223478-104022545	SBS3	2	1	9	7	0
654	chr4:92223478-104022545	SBS5	2	1	1	0	0
655	chr5:1-1924000	SBS1	2	1	2	1	0
656	chr5:1-1924000	SBS2	2	1	2	0	0
657	chr5:1-1924000	SBS3	2	1	8	3	0
658	chr5:13253920-18615793	SBS1	3	1	0	0	1
659	chr5:13253920-18615793	SBS13	3	1	1	0	0
660	chr5:13253920-18615793	SBS2	3	1	1	1	1
661	chr5:13253920-18615793	SBS3	3	1	3	9	8
662	chr5:151209001-181538259	SBS1	1	1	5	0	0
663	chr5:151209001-181538259	SBS13	1	1	3	0	0
664	chr5:151209001-181538259	SBS2	1	1	3	0	0
665	chr5:151209001-181538259	SBS3	1	1	56	0	0
666	chr5:18615886-21372000	SBS1	3	1	0	0	1
667	chr5:18615886-21372000	SBS13	3	1	0	1	1
668	chr5:18615886-21372000	SBS3	3	1	0	5	4
669	chr5:1924001-6570185	SBS13	2	1	1	0	0
670	chr5:1924001-6570185	SBS3	2	1	7	6	0
671	chr5:1924001-6570185	SBS5	2	1	0	1	0
672	chr5:21372001-23588000	SBS3	2	1	1	3	0
673	chr5:23588001-48272853	SBS1	1	1	4	0	0
674	chr5:23588001-48272853	SBS13	1	1	1	0	0
675	chr5:23588001-48272853	SBS17b	1	1	1	0	0
676	chr5:23588001-48272853	SBS2	1	1	2	0	0
677	chr5:23588001-48272853	SBS3	1	1	48	0	0
678	chr5:51871451-151209000	SBS1	1	0	8	0	0
679	chr5:51871451-151209000	SBS13	1	0	6	0	0
680	chr5:51871451-151209000	SBS17b	1	0	1	0	0
681	chr5:51871451-151209000	SBS2	1	0	8	0	0
682	chr5:51871451-151209000	SBS3	1	0	90	0	0
683	chr5:6573854-9911618	SBS1	3	1	1	0	2
684	chr5:6573854-9911618	SBS13	3	1	1	0	0
685	chr5:6573854-9911618	SBS2	3	1	0	0	2
686	chr5:6573854-9911618	SBS3	3	1	9	0	6
687	chr5:9911784-13253561	SBS13	3	1	0	1	0
688	chr5:9911784-13253561	SBS17b	3	1	0	0	1
689	chr5:9911784-13253561	SBS3	3	1	3	2	1
690	chr6:105694869-112290236	SBS1	1	1	1	0	0
691	chr6:105694869-112290236	SBS13	1	1	1	0	0
692	chr6:105694869-112290236	SBS3	1	1	13	0	0
693	chr6:112290237-121312757	SBS1	2	1	0	1	0
694	chr6:112290237-121312757	SBS13	2	1	1	0	0
695	chr6:112290237-121312757	SBS2	2	1	0	1	0
696	chr6:112290237-121312757	SBS3	2	1	4	12	0
697	chr6:121314750-139639026	SBS1	2	1	2	3	0
698	chr6:121314750-139639026	SBS13	2	1	2	1	0
699	chr6:121314750-139639026	SBS17b	2	1	0	3	0
700	chr6:121314750-139639026	SBS3	2	1	16	21	0
701	chr6:139644844-147963309	SBS1	2	1	1	0	0
702	chr6:139644844-147963309	SBS13	2	1	2	2	0
703	chr6:139644844-147963309	SBS3	2	1	2	19	0
704	chr6:148100039-150142000	SBS1	1	1	1	0	0
705	chr6:148100039-150142000	SBS3	1	1	2	0	0
706	chr6:150142001-154285614	SBS13	1	0	1	0	0
707	chr6:150142001-154285614	SBS3	1	0	4	0	0
708	chr6:154285649-170805979	SBS1	1	0	7	0	0
709	chr6:154285649-170805979	SBS13	1	0	1	0	0
710	chr6:154285649-170805979	SBS3	1	0	23	0	0
711	chr6:59191911-83129347	SBS1	1	1	1	0	0
712	chr6:59191911-83129347	SBS13	1	1	1	0	0
713	chr6:59191911-83129347	SBS17b	1	1	2	0	0
714	chr6:59191911-83129347	SBS2	1	1	5	0	0
715	chr6:59191911-83129347	SBS3	1	1	38	0	0
716	chr6:59191911-83129347	SBS5	1	1	1	0	0
717	chr6:83129348-83134691	SBS3	2	1	0	1	0
718	chr6:83134692-97595287	SBS1	1	1	1	0	0
719	chr6:83134692-97595287	SBS13	1	1	1	0	0
720	chr6:83134692-97595287	SBS2	1	1	2	0	0
721	chr6:83134692-97595287	SBS3	1	1	14	0	0
722	chr6:97595288-97597799	SBS3	1	1	1	0	0
723	chr6:97597800-105694868	SBS3	1	1	6	0	0
724	chr7:1-5525000	SBS1	2	1	2	1	0
725	chr7:1-5525000	SBS13	2	1	0	1	0
726	chr7:1-5525000	SBS3	2	1	5	7	0
727	chr7:102470012-105677769	SBS1	1	1	1	0	0
728	chr7:102470012-105677769	SBS13	1	1	2	0	0
729	chr7:102470012-105677769	SBS2	1	1	1	0	0
730	chr7:102470012-105677769	SBS3	1	1	4	0	0
731	chr7:105689237-142524000	SBS1	1	1	3	0	0
732	chr7:105689237-142524000	SBS13	1	1	5	0	0
733	chr7:105689237-142524000	SBS2	1	1	2	0	0
734	chr7:105689237-142524000	SBS3	1	1	66	0	0
735	chr7:105689237-142524000	SBS5	1	1	2	0	0
736	chr7:142524001-142800000	SBS1	1	0	2	0	0
737	chr7:142524001-142800000	SBS2	1	0	2	0	0
738	chr7:142524001-142800000	SBS3	1	0	11	0	0
739	chr7:142524001-142800000	SBS5	1	0	1	0	0
740	chr7:143742001-148331000	SBS1	1	1	1	0	0
741	chr7:143742001-148331000	SBS2	1	1	1	0	0
742	chr7:143742001-148331000	SBS3	1	1	7	0	0
743	chr7:143742001-148331000	SBS5	1	1	1	0	0
744	chr7:148331001-159345973	SBS1	1	1	4	0	0
745	chr7:148331001-159345973	SBS13	1	1	1	0	0
746	chr7:148331001-159345973	SBS3	1	1	24	0	0
747	chr7:148331001-159345973	SBS5	1	1	1	0	0
748	chr7:27432001-28074000	SBS1	2	1	0	1	0
749	chr7:27432001-28074000	SBS13	2	1	1	0	0
750	chr7:28074001-43526000	SBS1	1	1	1	0	0
751	chr7:28074001-43526000	SBS13	1	1	3	0	0
752	chr7:28074001-43526000	SBS2	1	1	2	0	0
753	chr7:28074001-43526000	SBS3	1	1	34	0	0
754	chr7:28074001-43526000	SBS5	1	1	1	0	0
755	chr7:43526001-45322000	SBS1	1	1	2	0	0
756	chr7:43526001-45322000	SBS3	1	1	15	0	0
757	chr7:45322001-57497000	SBS1	1	1	2	0	0
758	chr7:45322001-57497000	SBS13	1	1	1	0	0
759	chr7:45322001-57497000	SBS17b	1	1	1	0	0
760	chr7:45322001-57497000	SBS2	1	1	2	0	0
761	chr7:45322001-57497000	SBS3	1	1	31	0	0
762	chr7:5525001-6105000	SBS3	2	0	3	3	0
763	chr7:57497001-59498943	SBS2	2	0	1	0	0
764	chr7:57497001-59498943	SBS3	2	0	12	0	0
765	chr7:59498944-64241000	SBS1	1	1	3	0	0
766	chr7:59498944-64241000	SBS13	1	1	1	0	0
767	chr7:59498944-64241000	SBS3	1	1	20	0	0
768	chr7:6105001-7059253	SBS3	2	1	16	0	0
769	chr7:6105001-7059253	SBS5	2	1	1	0	0
770	chr7:64241001-67381000	SBS1	1	1	2	0	0
771	chr7:64241001-67381000	SBS2	1	1	1	0	0
772	chr7:64241001-67381000	SBS3	1	1	9	0	0
773	chr7:67381001-69772498	SBS1	1	1	3	0	0
774	chr7:67381001-69772498	SBS3	1	1	5	0	0
775	chr7:69772499-69820450	SBS2	2	1	1	0	0
776	chr7:69820451-72515000	SBS3	1	1	4	0	0
777	chr7:7059254-27432000	SBS1	1	1	5	0	0
778	chr7:7059254-27432000	SBS13	1	1	1	0	0
779	chr7:7059254-27432000	SBS3	1	1	31	0	0
780	chr7:7059254-27432000	SBS5	1	1	1	0	0
781	chr7:72515001-74583619	SBS1	1	1	1	0	0
782	chr7:72515001-74583619	SBS2	1	1	1	0	0
783	chr7:72515001-74583619	SBS3	1	1	12	0	0
784	chr7:74583785-77002000	SBS3	1	1	6	0	0
785	chr7:77701059-96136565	SBS1	1	1	1	0	0
786	chr7:77701059-96136565	SBS13	1	1	3	0	0
787	chr7:77701059-96136565	SBS2	1	1	1	0	0
788	chr7:77701059-96136565	SBS3	1	1	23	0	0
789	chr7:96146628-98086921	SBS1	1	1	2	0	0
790	chr7:96146628-98086921	SBS13	1	1	1	0	0
791	chr7:96146628-98086921	SBS2	1	1	1	0	0
792	chr7:96146628-98086921	SBS3	1	1	11	0	0
793	chr7:96146628-98086921	SBS5	1	1	1	0	0
794	chr7:98116804-98474837	SBS3	1	1	1	0	0
795	chr7:98478814-98859000	SBS3	1	0	1	0	0
796	chr7:98859001-102207410	SBS1	1	1	1	0	0
797	chr7:98859001-102207410	SBS13	1	1	2	0	0
798	chr7:98859001-102207410	SBS3	1	1	5	0	0
799	chr8:1-10196000	SBS1	1	1	3	0	0
800	chr8:1-10196000	SBS13	1	1	2	0	0
801	chr8:1-10196000	SBS2	1	1	2	0	0
802	chr8:1-10196000	SBS3	1	1	20	0	0
803	chr8:1-10196000	SBS5	1	1	1	0	0
804	chr8:10196001-23523919	SBS13	1	0	1	0	0
805	chr8:10196001-23523919	SBS17b	1	0	1	0	0
806	chr8:10196001-23523919	SBS2	1	0	1	0	0
807	chr8:10196001-23523919	SBS3	1	0	15	0	0
808	chr8:122678071-123347946	SBS3	1	1	2	0	0
809	chr8:123357646-124868829	SBS2	1	1	1	0	0
810	chr8:123357646-124868829	SBS3	1	1	6	0	0
811	chr8:124908767-133646498	SBS1	1	1	1	0	0
812	chr8:124908767-133646498	SBS2	1	1	1	0	0
813	chr8:124908767-133646498	SBS3	1	1	16	0	0
814	chr8:133646557-139891000	SBS1	1	1	1	0	0
815	chr8:133646557-139891000	SBS13	1	1	1	0	0
816	chr8:133646557-139891000	SBS17b	1	1	2	0	0
817	chr8:133646557-139891000	SBS2	1	1	1	0	0
818	chr8:133646557-139891000	SBS3	1	1	8	0	0
819	chr8:139891001-145138636	SBS1	1	1	2	0	0
820	chr8:139891001-145138636	SBS2	1	1	1	0	0
821	chr8:139891001-145138636	SBS3	1	1	25	0	0
822	chr8:23523920-24015705	SBS3	2	0	1	0	0
823	chr8:24015706-29013000	SBS3	1	0	2	0	0
824	chr8:29013001-31170000	SBS1	1	1	1	0	0
825	chr8:29013001-31170000	SBS3	1	1	4	0	0
826	chr8:31170001-38819317	SBS13	1	1	1	0	0
827	chr8:31170001-38819317	SBS17b	1	1	1	0	0
828	chr8:31170001-38819317	SBS3	1	1	10	0	0
829	chr8:38819318-40979731	SBS2	1	1	2	0	0
830	chr8:38819318-40979731	SBS3	1	1	4	0	0
831	chr8:40983183-43242000	SBS13	1	1	1	0	0
832	chr8:40983183-43242000	SBS2	1	1	1	0	0
833	chr8:40983183-43242000	SBS3	1	1	1	0	0
834	chr8:43242001-44955504	SBS2	1	1	1	0	0
835	chr8:43242001-44955504	SBS3	1	1	7	0	0
836	chr8:44955505-66553450	SBS1	1	1	3	0	0
837	chr8:44955505-66553450	SBS13	1	1	2	0	0
838	chr8:44955505-66553450	SBS17b	1	1	2	0	0
839	chr8:44955505-66553450	SBS2	1	1	1	0	0
840	chr8:44955505-66553450	SBS3	1	1	28	0	0
841	chr8:66553451-66872410	SBS2	1	1	1	0	0
842	chr8:66553451-66872410	SBS3	1	1	1	0	0
843	chr8:66872411-85895329	SBS1	1	1	3	0	0
844	chr8:66872411-85895329	SBS13	1	1	3	0	0
845	chr8:66872411-85895329	SBS17b	1	1	1	0	0
846	chr8:66872411-85895329	SBS2	1	1	3	0	0
847	chr8:66872411-85895329	SBS3	1	1	33	0	0
848	chr8:66872411-85895329	SBS5	1	1	2	0	0
849	chr8:85895406-92397343	SBS2	1	1	1	0	0
850	chr8:85895406-92397343	SBS3	1	1	15	0	0
851	chr8:85895406-92397343	SBS5	1	1	1	0	0
852	chr8:92400305-97745098	SBS3	1	1	14	0	0
853	chr8:92400305-97745098	SBS5	1	1	1	0	0
854	chr8:97756377-122670376	SBS1	1	1	3	0	0
855	chr8:97756377-122670376	SBS13	1	1	2	0	0
856	chr8:97756377-122670376	SBS2	1	1	4	0	0
857	chr8:97756377-122670376	SBS3	1	1	30	0	0
858	chr9:1-4728000	SBS17b	1	0	1	0	0
859	chr9:1-4728000	SBS2	1	0	1	0	0
860	chr9:1-4728000	SBS3	1	0	11	0	0
861	chr9:127424001-128975539	SBS2	1	1	1	0	0
862	chr9:127424001-128975539	SBS3	1	1	3	0	0
863	chr9:128975540-137219453	SBS1	1	1	1	0	0
864	chr9:128975540-137219453	SBS13	1	1	1	0	0
865	chr9:128975540-137219453	SBS2	1	1	4	0	0
866	chr9:128975540-137219453	SBS3	1	1	22	0	0
867	chr9:128975540-137219453	SBS5	1	1	1	0	0
868	chr9:32892001-34198304	SBS3	1	0	6	0	0
869	chr9:34202740-37390411	SBS1	1	0	1	0	0
870	chr9:34202740-37390411	SBS13	1	0	1	0	0
871	chr9:34202740-37390411	SBS2	1	0	1	0	0
872	chr9:34202740-37390411	SBS3	1	0	1	0	0
873	chr9:37390412-38261000	SBS13	2	1	0	1	0
874	chr9:37390412-38261000	SBS3	2	1	5	1	0
875	chr9:38261001-44377362	SBS17b	1	1	1	0	0
876	chr9:38261001-44377362	SBS2	1	1	1	0	0
877	chr9:38261001-44377362	SBS3	1	1	22	0	0
878	chr9:44377363-127424000	SBS1	1	1	11	0	0
879	chr9:44377363-127424000	SBS13	1	1	6	0	0
880	chr9:44377363-127424000	SBS17b	1	1	3	0	0
881	chr9:44377363-127424000	SBS2	1	1	5	0	0
882	chr9:44377363-127424000	SBS3	1	1	130	0	0
883	chr9:4741501-8392364	SBS3	2	0	5	1	0
884	chr9:4741501-8392364	SBS5	2	0	1	0	0
885	chr9:8398690-32892000	SBS1	1	0	1	0	0
886	chr9:8398690-32892000	SBS13	1	0	4	0	0
887	chr9:8398690-32892000	SBS2	1	0	2	0	0
888	chr9:8398690-32892000	SBS3	1	0	34	0	0
889	chr9:8398690-32892000	SBS5	1	0	2	0	0
