	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4	N6	N5	N16	N14	N8	N12	N18	N10	N7	N11
272	chr12:65699511-86437131	SBS3	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
273	chr12:65699511-86437131	SBS5	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
274	chr12:65699511-86437131	SBS8	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
275	chr12:6596763-9320823	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
276	chr12:6596763-9320823	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
277	chr12:6596763-9320823	SBS3	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
278	chr12:6596763-9320823	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
279	chr12:6596763-9320823	SBS8	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
280	chr12:86445721-120812875	SBS1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
281	chr12:86445721-120812875	SBS100	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
282	chr12:86445721-120812875	SBS3	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
283	chr12:86445721-120812875	SBS5	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
284	chr12:86445721-120812875	SBS8	1	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
285	chr12:9344126-11812755	SBS100	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
286	chr12:9344126-11812755	SBS3	2	1	8	3	0	0	0	0	0	0	0	0	0	0	0	0
287	chr12:9344126-11812755	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
288	chr12:9344126-11812755	SBS8	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
289	chr13:1-17025623	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
290	chr13:1-17025623	SBS8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
291	chr13:17025624-26110540	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
292	chr13:17025624-26110540	SBS3	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
293	chr13:17025624-26110540	SBS5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
294	chr13:17025624-26110540	SBS8	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
295	chr13:26110541-43987383	SBS1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
296	chr13:26110541-43987383	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
297	chr13:26110541-43987383	SBS3	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
298	chr13:26110541-43987383	SBS5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
299	chr13:26110541-43987383	SBS8	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
300	chr13:43987542-73369716	SBS1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
301	chr13:43987542-73369716	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
302	chr13:43987542-73369716	SBS3	1	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
303	chr13:43987542-73369716	SBS5	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
304	chr13:43987542-73369716	SBS8	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
305	chr13:73369717-84865428	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
306	chr13:73369717-84865428	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
307	chr13:73369717-84865428	SBS3	1	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0
308	chr13:73369717-84865428	SBS5	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
309	chr13:73369717-84865428	SBS8	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0
310	chr13:84865733-90573350	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
311	chr13:84865733-90573350	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
312	chr13:84865733-90573350	SBS3	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0
313	chr13:84865733-90573350	SBS5	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
314	chr13:84865733-90573350	SBS8	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0
315	chr13:90573489-92178454	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
316	chr13:90573489-92178454	SBS3	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
317	chr13:90573489-92178454	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
318	chr13:90573489-92178454	SBS8	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
319	chr13:92178466-94814422	SBS1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
320	chr13:92178466-94814422	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
321	chr13:92178466-94814422	SBS3	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
322	chr13:92178466-94814422	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
323	chr13:92178466-94814422	SBS8	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
324	chr13:94814423-94976428	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
325	chr13:94976429-114364328	SBS1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0
326	chr13:94976429-114364328	SBS100	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
327	chr13:94976429-114364328	SBS3	1	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0
328	chr13:94976429-114364328	SBS5	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0
329	chr13:94976429-114364328	SBS8	1	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0
330	chr14:1-17086761	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
331	chr14:1-17086761	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
332	chr14:17086762-63751243	SBS1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
333	chr14:17086762-63751243	SBS100	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
334	chr14:17086762-63751243	SBS3	1	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0
335	chr14:17086762-63751243	SBS5	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
336	chr14:17086762-63751243	SBS8	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
337	chr14:63751500-82666348	SBS1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
338	chr14:63751500-82666348	SBS3	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
339	chr14:63751500-82666348	SBS5	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
340	chr14:63751500-82666348	SBS8	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
341	chr14:82667678-92377902	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
342	chr14:82667678-92377902	SBS3	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
343	chr14:82667678-92377902	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
344	chr14:82667678-92377902	SBS8	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
345	chr14:92377903-92924841	SBS3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
346	chr14:93133001-107043718	SBS1	2	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0
347	chr14:93133001-107043718	SBS100	2	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0
348	chr14:93133001-107043718	SBS3	2	0	37	15	0	0	0	0	0	0	0	0	0	0	0	0
349	chr14:93133001-107043718	SBS5	2	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0
350	chr14:93133001-107043718	SBS8	2	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0
351	chr15:1-18362626	SBS3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
352	chr15:1-18362626	SBS8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
353	chr15:18362627-28988939	SBS1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
354	chr15:18362627-28988939	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
355	chr15:18362627-28988939	SBS3	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
356	chr15:18362627-28988939	SBS5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
357	chr15:18362627-28988939	SBS8	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
358	chr15:28989367-31221258	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
359	chr15:28989367-31221258	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
360	chr15:28989367-31221258	SBS8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
361	chr15:31225361-34157279	SBS3	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
362	chr15:31225361-34157279	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
363	chr15:31225361-34157279	SBS8	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
364	chr15:34157589-47119416	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
365	chr15:34157589-47119416	SBS3	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
366	chr15:34157589-47119416	SBS5	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
367	chr15:34157589-47119416	SBS8	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
368	chr15:47119510-48822752	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
369	chr15:47119510-48822752	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
370	chr15:47119510-48822752	SBS8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
371	chr15:48822786-50232770	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
372	chr15:48822786-50232770	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
373	chr15:50234792-57389810	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
374	chr15:50234792-57389810	SBS3	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
375	chr15:50234792-57389810	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
376	chr15:50234792-57389810	SBS8	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
377	chr15:57389811-66630872	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
378	chr15:57389811-66630872	SBS3	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
379	chr15:57389811-66630872	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
380	chr15:57389811-66630872	SBS8	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
381	chr15:66630873-70043429	SBS1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
382	chr15:66630873-70043429	SBS100	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
383	chr15:66630873-70043429	SBS3	2	1	6	5	0	0	0	0	0	0	0	0	0	0	0	0
384	chr15:66630873-70043429	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
385	chr15:66630873-70043429	SBS8	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0
386	chr15:70075110-72117645	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
387	chr15:70075110-72117645	SBS3	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
388	chr15:70075110-72117645	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
389	chr15:72117988-73049000	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
390	chr15:72117988-73049000	SBS8	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
391	chr15:73049001-74637084	SBS3	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
392	chr15:73049001-74637084	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
393	chr15:73049001-74637084	SBS8	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
394	chr15:74637085-88995924	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
395	chr15:74637085-88995924	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
396	chr15:74637085-88995924	SBS3	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
397	chr15:74637085-88995924	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
398	chr15:74637085-88995924	SBS8	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
399	chr15:88995925-90344044	SBS3	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
400	chr15:88995925-90344044	SBS8	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
401	chr15:90344084-95219000	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
402	chr15:90344084-95219000	SBS3	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0
403	chr15:90344084-95219000	SBS5	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
404	chr15:90344084-95219000	SBS8	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
405	chr15:95219001-101991189	SBS1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
406	chr15:95219001-101991189	SBS100	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
407	chr15:95219001-101991189	SBS3	2	1	15	9	0	0	0	0	0	0	0	0	0	0	0	0
408	chr15:95219001-101991189	SBS5	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0
409	chr15:95219001-101991189	SBS8	2	1	9	3	0	0	0	0	0	0	0	0	0	0	0	0
410	chr16:1-3947283	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
411	chr16:1-3947283	SBS3	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
412	chr16:10060772-10722866	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
413	chr16:10060772-10722866	SBS3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
414	chr16:10060772-10722866	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
415	chr16:10740005-19112954	SBS1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
416	chr16:10740005-19112954	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
417	chr16:10740005-19112954	SBS3	1	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0
418	chr16:10740005-19112954	SBS5	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
419	chr16:10740005-19112954	SBS8	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0
420	chr16:19112997-21168549	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
421	chr16:19112997-21168549	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
422	chr16:19112997-21168549	SBS3	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
423	chr16:19112997-21168549	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
424	chr16:19112997-21168549	SBS8	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
425	chr16:21168584-25006511	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
426	chr16:21168584-25006511	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
427	chr16:21168584-25006511	SBS3	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0
428	chr16:21168584-25006511	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
429	chr16:21168584-25006511	SBS8	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
430	chr16:25006660-31246065	SBS1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
431	chr16:25006660-31246065	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
432	chr16:25006660-31246065	SBS3	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0
433	chr16:25006660-31246065	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
434	chr16:25006660-31246065	SBS8	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
435	chr16:31266905-35200000	SBS1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
436	chr16:31266905-35200000	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
437	chr16:31266905-35200000	SBS3	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0
438	chr16:31266905-35200000	SBS5	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
439	chr16:31266905-35200000	SBS8	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
440	chr16:35200001-37295919	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
441	chr16:35200001-37295919	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
442	chr16:35200001-37295919	SBS3	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
443	chr16:35200001-37295919	SBS5	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
444	chr16:35200001-37295919	SBS8	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
445	chr16:3947284-10059788	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
446	chr16:3947284-10059788	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
447	chr16:3947284-10059788	SBS3	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0
448	chr16:3947284-10059788	SBS5	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
449	chr16:3947284-10059788	SBS8	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0
450	chr17:1-219526	SBS8	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
451	chr17:10163730-10337659	SBS8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
452	chr17:10341013-12076985	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
453	chr17:10341013-12076985	SBS3	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
454	chr17:10341013-12076985	SBS5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
455	chr17:10341013-12076985	SBS8	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
456	chr17:12076986-24849829	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
457	chr17:12076986-24849829	SBS100	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
458	chr17:12076986-24849829	SBS3	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
459	chr17:12076986-24849829	SBS5	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
460	chr17:12076986-24849829	SBS8	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
461	chr17:24849830-36238250	SBS100	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
462	chr17:24849830-36238250	SBS3	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
463	chr17:24849830-36238250	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
464	chr17:24849830-36238250	SBS8	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
465	chr17:2832192-3058950	SBS8	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
466	chr17:3058951-3412000	SBS100	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
467	chr17:3058951-3412000	SBS3	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
468	chr17:325819-428345	SBS8	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
469	chr17:36238283-39157976	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
470	chr17:36238283-39157976	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
471	chr17:36238283-39157976	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
472	chr17:36238283-39157976	SBS8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
473	chr17:39158763-50024818	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
474	chr17:39158763-50024818	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
475	chr17:39158763-50024818	SBS3	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
476	chr17:39158763-50024818	SBS5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
477	chr17:39158763-50024818	SBS8	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
478	chr17:429218-2832191	SBS1	4	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
479	chr17:429218-2832191	SBS3	4	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0
480	chr17:429218-2832191	SBS5	4	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
481	chr17:429218-2832191	SBS8	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
482	chr17:4346960-6731903	SBS3	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
483	chr17:4346960-6731903	SBS5	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
484	chr17:50024819-61163187	SBS1	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
485	chr17:50024819-61163187	SBS100	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
486	chr17:50024819-61163187	SBS3	2	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0
487	chr17:50024819-61163187	SBS5	2	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0
488	chr17:50024819-61163187	SBS8	2	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0
489	chr17:61163188-61182372	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
490	chr17:61182373-64143067	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
491	chr17:61182373-64143067	SBS3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
492	chr17:61182373-64143067	SBS8	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
493	chr17:64144147-76478597	SBS100	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
494	chr17:64144147-76478597	SBS3	2	0	24	10	0	0	0	0	0	0	0	0	0	0	0	0
495	chr17:64144147-76478597	SBS5	2	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0
496	chr17:64144147-76478597	SBS8	2	0	15	7	0	0	0	0	0	0	0	0	0	0	0	0
497	chr17:6778445-6779181	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
498	chr17:6778445-6779181	SBS3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
499	chr17:6778445-6779181	SBS8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
500	chr17:6805655-7887000	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
501	chr17:6805655-7887000	SBS100	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
502	chr17:6805655-7887000	SBS3	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
503	chr17:6805655-7887000	SBS5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
504	chr17:76478636-78371831	SBS3	2	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0
505	chr17:76478636-78371831	SBS8	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
506	chr17:78371872-83257441	SBS1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
507	chr17:78371872-83257441	SBS100	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
508	chr17:78371872-83257441	SBS3	2	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0
509	chr17:78371872-83257441	SBS5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
510	chr17:78371872-83257441	SBS8	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
511	chr17:7887001-8022264	SBS8	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
512	chr17:8022265-10163729	SBS100	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
513	chr17:8022265-10163729	SBS3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
514	chr17:8022265-10163729	SBS5	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
515	chr17:8022265-10163729	SBS8	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
516	chr18:1-18161052	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
517	chr18:1-18161052	SBS100	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
518	chr18:1-18161052	SBS3	1	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
519	chr18:1-18161052	SBS5	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
520	chr18:1-18161052	SBS8	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
521	chr18:18161053-56337412	SBS1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
522	chr18:18161053-56337412	SBS100	1	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0
523	chr18:18161053-56337412	SBS3	1	1	105	0	0	0	0	0	0	0	0	0	0	0	0	0
524	chr18:18161053-56337412	SBS5	1	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0
525	chr18:18161053-56337412	SBS8	1	1	81	0	0	0	0	0	0	0	0	0	0	0	0	0
526	chr18:56427913-57900000	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
527	chr18:56427913-57900000	SBS3	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
528	chr18:57900001-80373285	SBS100	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
529	chr18:57900001-80373285	SBS3	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
530	chr18:57900001-80373285	SBS5	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
531	chr18:57900001-80373285	SBS8	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
532	chr19:1-11064274	SBS1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
533	chr19:1-11064274	SBS100	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
534	chr19:1-11064274	SBS3	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
535	chr19:1-11064274	SBS5	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
536	chr19:1-11064274	SBS8	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
537	chr19:11064275-12148407	SBS1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
538	chr19:11064275-12148407	SBS100	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
539	chr19:11064275-12148407	SBS3	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
540	chr19:12488775-14154963	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
541	chr19:12488775-14154963	SBS8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
542	chr19:14154964-14961332	SBS1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
543	chr19:14154964-14961332	SBS100	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
544	chr19:14154964-14961332	SBS3	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
545	chr19:14154964-14961332	SBS5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
